satisfaction_level	number_project	average_montly_hours	time_spend_company	salary	promotion_last_5years	left	Work_accident	last_evaluation	sales
0.64	5.0	188.0	2.0	low	0	0	0	0.49	IT
0.12	5.0	161.0	4.0	low	0	0	0	0.39	IT
0.6	4.0	145.0	6.0	low	0	0	0	0.7	IT
0.36	4.0	111.0	6.0	low	0	0	0	0.62	IT
0.63	3.0	176.0	2.0	low	0	0	0	0.76	product_mng
0.67	2.0	192.0	3.0	low	0	0	0	0.94	product_mng
0.83	3.0	179.0	2.0	low	0	0	1	0.9	product_mng
0.48	4.0	224.0	3.0	low	0	0	0	0.9	product_mng
0.89	4.0	241.0	5.0	low	0	0	0	0.56	IT
0.71	3.0	201.0	3.0	low	0	0	0	0.96	RandD
0.31	4.0	138.0	2.0	low	0	0	0	0.59	RandD
0.89	5.0	168.0	2.0	low	0	0	0	0.84	RandD
0.38	2.0	120.0	3.0	low	0	0	0	0.51	RandD
0.88	3.0	179.0	3.0	low	0	0	0	0.92	RandD
0.64	3.0	250.0	3.0	low	0	0	0	0.85	marketing
0.65	4.0	237.0	3.0	low	0	0	1	0.74	sales
0.65	4.0	192.0	3.0	low	0	0	0	0.81	accounting
0.54	4.0	258.0	3.0	low	0	0	0	0.97	support
0.69	4.0	257.0	4.0	low	0	0	0	0.76	technical
0.77	2.0	271.0	3.0	low	0	0	0	0.78	management
0.28	3.0	184.0	2.0	low	0	0	0	0.66	marketing
0.33	6.0	214.0	6.0	medium	0	0	0	0.4	marketing
0.83	4.0	198.0	3.0	medium	0	0	0	0.68	marketing
0.89	3.0	274.0	2.0	medium	0	0	0	0.73	sales
0.76	5.0	279.0	2.0	medium	0	0	0	0.6	sales
0.83	5.0	272.0	2.0	medium	0	0	0	0.64	sales
0.57	4.0	152.0	3.0	medium	0	0	0	0.85	sales
0.61	2.0	287.0	4.0	medium	0	0	0	0.89	sales
0.96	2.0	239.0	6.0	medium	0	0	1	0.89	sales
0.17	4.0	274.0	6.0	medium	0	0	0	0.5	sales
0.61	4.0	121.0	2.0	medium	0	0	0	0.6	sales
0.73	5.0	199.0	2.0	medium	0	0	0	0.74	sales
0.3	3.0	175.0	3.0	medium	0	0	0	0.39	sales
0.42	2.0	115.0	3.0	high	0	0	0	0.67	sales
0.65	3.0	194.0	4.0	low	0	0	1	0.75	sales
0.17	2.0	119.0	3.0	medium	0	0	0	0.45	sales
0.12	5.0	162.0	4.0	medium	0	0	1	0.82	sales
0.7	5.0	264.0	2.0	medium	0	0	0	0.78	sales
0.87	3.0	179.0	2.0	medium	0	0	0	0.88	sales
0.43	5.0	213.0	3.0	low	0	0	0	0.44	sales
0.84	3.0	269.0	2.0	low	0	0	0	0.65	sales
0.94	3.0	160.0	3.0	low	0	0	0	0.55	sales
0.89	4.0	133.0	2.0	low	0	0	0	0.76	accounting
0.69	5.0	201.0	3.0	low	0	0	0	0.75	accounting
0.18	4.0	160.0	5.0	low	0	0	0	0.99	accounting
0.98	3.0	274.0	3.0	low	0	0	0	0.69	hr
0.3	5.0	245.0	4.0	low	0	0	0	0.88	hr
0.51	3.0	237.0	3.0	medium	0	0	0	0.53	hr
0.76	3.0	279.0	6.0	medium	0	0	0	0.9	hr
0.67	4.0	207.0	3.0	medium	0	0	0	0.96	technical
0.12	4.0	218.0	6.0	medium	0	0	0	0.84	technical
0.42	5.0	240.0	2.0	medium	0	0	0	0.41	technical
0.69	3.0	153.0	3.0	medium	0	0	0	0.76	technical
0.63	3.0	144.0	2.0	medium	0	0	0	0.96	technical
0.66	2.0	159.0	3.0	medium	0	0	1	0.62	technical
0.5	3.0	237.0	2.0	medium	0	0	0	0.5	technical
0.67	5.0	148.0	2.0	medium	0	0	1	0.82	technical
0.59	4.0	205.0	3.0	medium	0	0	0	0.62	technical
0.75	2.0	264.0	3.0	medium	0	0	1	0.78	technical
0.88	5.0	189.0	2.0	medium	0	0	0	0.89	technical
0.99	3.0	243.0	3.0	medium	0	0	0	0.75	support
0.44	2.0	199.0	2.0	medium	0	0	0	0.42	support
0.65	4.0	205.0	2.0	medium	0	0	0	0.78	support
0.88	3.0	184.0	4.0	medium	0	0	0	0.63	support
0.58	2.0	274.0	4.0	medium	0	0	0	0.79	support
0.99	4.0	181.0	3.0	medium	0	0	0	0.9	support
0.76	3.0	205.0	2.0	medium	0	0	0	0.71	support
0.14	5.0	172.0	5.0	medium	0	0	0	0.98	support
0.57	3.0	164.0	2.0	medium	0	0	0	0.86	support
0.52	3.0	138.0	2.0	medium	0	0	1	0.82	support
0.71	5.0	262.0	3.0	medium	0	0	0	0.55	support
0.27	5.0	264.0	3.0	medium	0	0	0	0.75	technical
0.49	3.0	225.0	2.0	high	0	0	0	0.52	technical
0.59	3.0	199.0	2.0	high	0	0	0	0.5	technical
0.24	6.0	210.0	5.0	high	0	0	0	0.65	management
0.18	6.0	226.0	4.0	high	0	0	0	0.87	IT
0.73	5.0	134.0	3.0	high	0	0	0	0.62	IT
0.78	6.0	111.0	6.0	high	0	0	0	0.63	IT
0.94	5.0	142.0	2.0	high	0	0	1	0.73	IT
0.86	3.0	213.0	3.0	high	0	0	0	0.53	IT
0.97	4.0	139.0	2.0	high	0	0	0	0.88	product_mng
0.49	3.0	145.0	3.0	high	0	0	0	0.54	product_mng
0.82	4.0	149.0	6.0	high	0	0	0	0.48	product_mng
0.86	4.0	147.0	2.0	high	0	0	1	0.64	product_mng
0.3	3.0	193.0	3.0	low	0	0	1	0.39	IT
0.7	4.0	270.0	2.0	low	0	0	0	0.38	RandD
0.8	5.0	266.0	3.0	low	0	0	0	0.78	RandD
0.36	2.0	278.0	4.0	low	0	0	0	0.63	RandD
0.4	3.0	165.0	2.0	low	0	0	0	0.61	RandD
0.8	4.0	175.0	2.0	low	0	0	0	0.58	RandD
0.98	4.0	140.0	4.0	low	0	0	0	0.73	marketing
0.92	3.0	149.0	3.0	low	0	0	0	0.67	sales
0.68	3.0	205.0	4.0	low	0	0	0	1.0	accounting
1.0	3.0	253.0	3.0	low	0	0	0	0.59	support
0.8	3.0	222.0	4.0	low	0	0	0	0.54	technical
0.85	4.0	216.0	4.0	low	0	0	0	0.69	management
0.69	3.0	139.0	2.0	low	0	0	0	0.6	marketing
0.57	4.0	252.0	2.0	low	0	0	0	0.52	marketing
0.33	2.0	173.0	2.0	low	0	0	0	0.72	marketing
0.19	6.0	178.0	3.0	medium	0	0	1	0.48	sales
0.5	3.0	160.0	2.0	medium	0	0	0	0.63	sales
0.52	3.0	261.0	4.0	medium	0	0	0	0.88	sales
0.13	6.0	188.0	3.0	medium	0	0	0	0.52	sales
0.18	4.0	219.0	5.0	medium	0	0	0	0.73	sales
0.86	4.0	263.0	3.0	medium	0	0	0	0.64	sales
0.86	4.0	165.0	3.0	medium	0	0	0	0.59	sales
0.16	6.0	218.0	6.0	medium	0	0	0	0.76	sales
0.43	2.0	239.0	3.0	medium	0	0	1	0.46	sales
0.79	3.0	212.0	2.0	medium	0	0	1	0.63	sales
0.51	4.0	133.0	3.0	medium	0	0	0	0.67	sales
0.83	5.0	250.0	3.0	medium	0	0	1	0.55	sales
0.61	3.0	114.0	3.0	high	0	0	0	0.45	sales
0.65	3.0	168.0	2.0	high	0	0	0	0.57	sales
0.95	4.0	252.0	2.0	high	0	0	0	0.83	sales
0.63	5.0	189.0	4.0	high	0	0	0	0.64	sales
0.72	3.0	265.0	2.0	high	0	0	1	0.6	sales
0.8	3.0	176.0	3.0	high	0	0	0	0.57	sales
0.7	4.0	150.0	4.0	high	0	0	0	0.57	sales
0.45	5.0	97.0	6.0	high	0	0	1	0.79	accounting
0.64	4.0	265.0	2.0	low	0	0	0	0.85	accounting
0.94	4.0	260.0	4.0	low	0	0	0	0.48	accounting
0.57	4.0	164.0	2.0	low	0	0	0	0.76	hr
0.35	4.0	142.0	2.0	low	0	0	0	0.56	hr
0.75	2.0	247.0	4.0	low	0	0	0	0.81	hr
0.7	5.0	182.0	3.0	low	0	0	0	0.92	hr
0.7	2.0	238.0	3.0	low	0	0	0	0.47	technical
0.61	3.0	191.0	3.0	low	0	0	0	0.62	technical
0.78	4.0	178.0	3.0	medium	0	0	0	0.87	technical
0.97	4.0	208.0	2.0	medium	0	0	0	0.77	technical
0.51	3.0	256.0	2.0	medium	0	0	0	0.76	technical
0.56	5.0	243.0	3.0	medium	0	0	0	0.71	technical
0.87	3.0	233.0	3.0	medium	0	0	0	0.55	technical
0.64	5.0	200.0	3.0	medium	0	0	0	0.78	technical
0.6	2.0	226.0	2.0	medium	0	0	1	0.85	technical
0.9	2.0	150.0	2.0	medium	0	0	0	0.76	technical
0.54	2.0	141.0	2.0	medium	0	0	0	0.62	technical
0.23	5.0	139.0	3.0	medium	0	0	0	0.8	support
0.8	3.0	199.0	4.0	medium	0	0	1	0.81	support
0.23	4.0	154.0	6.0	medium	0	0	1	0.78	support
0.81	3.0	247.0	2.0	medium	0	0	0	0.51	support
0.35	5.0	239.0	5.0	medium	0	0	0	0.6	support
0.67	4.0	137.0	2.0	medium	0	0	0	0.8	support
0.46	4.0	119.0	5.0	medium	0	0	0	0.6	support
0.84	4.0	134.0	5.0	medium	0	0	1	0.98	support
0.92	3.0	243.0	4.0	medium	0	0	0	0.79	support
0.75	5.0	210.0	3.0	medium	0	0	0	0.93	support
0.7	4.0	265.0	2.0	medium	0	0	0	0.57	support
0.7	4.0	204.0	3.0	medium	0	0	0	0.75	technical
0.9	6.0	273.0	5.0	medium	0	0	0	0.81	technical
0.8	3.0	177.0	2.0	medium	0	0	0	1.0	technical
0.5	5.0	285.0	6.0	high	0	0	0	0.65	management
0.84	4.0	222.0	2.0	low	0	0	0	0.72	IT
0.48	3.0	185.0	2.0	medium	0	0	1	0.94	IT
0.98	5.0	151.0	6.0	medium	0	0	0	0.87	IT
0.64	3.0	109.0	4.0	medium	0	0	0	0.96	IT
0.58	4.0	192.0	4.0	medium	0	0	0	0.53	IT
0.66	4.0	139.0	3.0	medium	0	0	0	0.89	product_mng
0.76	4.0	191.0	2.0	medium	0	0	0	0.98	product_mng
0.32	6.0	114.0	3.0	medium	0	0	0	0.42	product_mng
0.49	3.0	212.0	2.0	medium	0	0	0	0.87	product_mng
0.81	3.0	162.0	2.0	medium	0	0	0	0.51	IT
0.42	5.0	191.0	5.0	medium	0	0	0	0.48	RandD
0.17	3.0	234.0	3.0	low	0	0	0	0.85	RandD
0.49	4.0	265.0	3.0	low	0	0	0	0.59	RandD
0.34	6.0	283.0	2.0	low	0	0	0	0.69	RandD
0.86	3.0	232.0	4.0	low	0	0	0	0.81	RandD
0.51	4.0	208.0	3.0	low	0	0	1	0.71	marketing
0.49	4.0	258.0	3.0	low	0	0	1	0.99	sales
0.49	3.0	175.0	2.0	low	0	0	0	0.63	accounting
0.51	3.0	238.0	3.0	high	0	0	0	0.59	support
0.64	3.0	166.0	3.0	low	0	0	0	0.52	technical
0.62	4.0	225.0	2.0	high	0	0	0	0.85	management
0.81	4.0	221.0	6.0	high	0	0	0	0.52	marketing
0.95	2.0	263.0	3.0	low	0	0	0	0.57	marketing
0.88	4.0	218.0	4.0	low	0	0	1	0.66	marketing
0.87	5.0	236.0	4.0	high	0	0	0	0.68	sales
0.73	5.0	133.0	2.0	low	0	0	0	0.68	sales
0.98	2.0	237.0	3.0	medium	0	0	0	0.73	sales
0.77	3.0	204.0	6.0	high	0	0	0	0.48	sales
0.76	3.0	166.0	3.0	medium	0	0	0	0.99	sales
0.21	4.0	189.0	2.0	medium	0	0	1	0.93	sales
0.72	4.0	251.0	3.0	medium	0	0	0	0.63	sales
0.41	2.0	121.0	2.0	medium	0	0	0	0.56	sales
0.9	3.0	149.0	2.0	high	0	0	0	0.56	sales
0.96	5.0	198.0	2.0	medium	0	0	0	0.9	sales
0.61	4.0	163.0	3.0	medium	0	0	0	0.48	sales
0.6	4.0	222.0	2.0	medium	0	0	0	0.8	sales
0.5	2.0	107.0	4.0	high	0	0	0	0.76	sales
0.79	4.0	162.0	2.0	medium	0	0	0	0.61	sales
0.32	6.0	192.0	3.0	high	0	0	0	0.69	sales
0.85	5.0	236.0	3.0	low	0	0	0	0.59	sales
0.9	5.0	225.0	2.0	medium	0	0	0	0.62	sales
0.74	4.0	167.0	2.0	medium	0	0	0	0.54	sales
0.21	6.0	219.0	4.0	medium	0	0	1	0.76	sales
0.91	3.0	255.0	3.0	medium	0	0	0	0.61	accounting
0.9	5.0	137.0	2.0	low	0	0	0	0.66	accounting
0.74	4.0	193.0	3.0	low	0	0	0	0.99	accounting
0.76	3.0	239.0	2.0	low	0	0	0	0.75	hr
0.45	5.0	179.0	5.0	low	0	0	0	0.61	hr
0.73	3.0	205.0	2.0	low	0	0	1	0.63	hr
0.6	3.0	140.0	5.0	low	0	0	1	0.73	hr
0.8	5.0	256.0	2.0	low	0	0	0	0.77	technical
0.53	4.0	243.0	3.0	low	0	0	0	0.7	technical
0.97	5.0	163.0	3.0	low	0	0	0	0.63	technical
0.64	3.0	167.0	2.0	low	0	0	0	0.99	technical
0.92	4.0	190.0	5.0	high	0	0	0	0.59	technical
0.6	5.0	145.0	3.0	low	0	0	1	0.57	technical
1.0	4.0	265.0	4.0	low	0	0	0	0.6	technical
0.69	4.0	272.0	2.0	low	0	0	0	0.63	technical
0.53	5.0	140.0	5.0	low	0	0	0	0.45	technical
0.63	4.0	236.0	2.0	high	0	0	0	0.58	technical
0.57	4.0	255.0	3.0	low	0	0	1	0.89	technical
0.79	5.0	131.0	6.0	low	0	0	0	0.45	support
0.68	4.0	209.0	6.0	low	0	0	0	0.92	support
0.56	3.0	250.0	2.0	high	0	0	0	0.61	support
0.48	3.0	201.0	2.0	low	0	0	1	0.51	support
0.59	4.0	271.0	2.0	medium	0	0	0	0.67	support
0.34	6.0	237.0	5.0	high	0	0	0	0.76	support
0.98	3.0	239.0	4.0	medium	0	0	0	0.87	support
0.36	2.0	135.0	3.0	high	0	0	1	0.45	support
0.6	2.0	182.0	2.0	medium	0	0	0	0.58	support
0.24	6.0	193.0	4.0	medium	0	0	0	0.54	support
0.67	4.0	192.0	3.0	medium	0	0	1	0.72	support
0.17	5.0	144.0	6.0	medium	0	0	0	0.6	technical
0.57	3.0	251.0	3.0	medium	0	0	0	0.58	technical
0.7	3.0	161.0	2.0	medium	0	0	0	0.85	technical
0.73	3.0	171.0	3.0	medium	0	0	0	0.62	management
0.61	4.0	153.0	5.0	medium	0	0	0	0.86	IT
0.95	4.0	161.0	2.0	high	0	0	0	0.96	IT
0.85	3.0	226.0	4.0	low	0	0	0	0.55	IT
0.72	3.0	193.0	3.0	medium	0	0	0	0.9	IT
0.84	4.0	204.0	3.0	medium	0	0	0	0.66	IT
0.57	2.0	158.0	2.0	medium	0	0	0	0.47	product_mng
0.69	3.0	236.0	4.0	medium	0	0	0	0.69	product_mng
0.57	4.0	191.0	3.0	medium	0	0	0	0.68	product_mng
0.52	6.0	104.0	4.0	medium	0	0	0	0.59	product_mng
0.56	3.0	245.0	2.0	medium	0	0	0	0.55	IT
0.75	3.0	186.0	3.0	medium	0	0	1	0.74	RandD
0.98	5.0	168.0	4.0	medium	0	0	1	0.75	RandD
0.48	4.0	262.0	3.0	high	0	0	1	0.55	RandD
0.35	2.0	116.0	3.0	low	0	0	0	0.67	RandD
0.66	4.0	187.0	2.0	low	0	0	0	0.93	RandD
0.79	5.0	184.0	3.0	low	0	0	0	0.9	marketing
0.86	4.0	155.0	3.0	high	0	0	0	0.53	marketing
0.88	5.0	190.0	2.0	low	0	0	0	1.0	sales
0.83	3.0	242.0	3.0	low	0	0	0	0.64	accounting
0.8	5.0	204.0	2.0	low	0	0	0	0.64	support
0.64	4.0	232.0	3.0	high	0	0	0	0.69	technical
0.72	4.0	245.0	2.0	low	0	0	0	0.59	management
0.67	3.0	251.0	2.0	low	0	0	0	0.61	marketing
0.75	4.0	179.0	2.0	low	0	0	0	0.7	marketing
0.65	4.0	153.0	2.0	low	0	0	0	0.95	marketing
0.98	5.0	210.0	6.0	low	0	0	0	0.98	sales
0.68	2.0	257.0	2.0	low	0	0	1	0.8	sales
0.52	3.0	137.0	4.0	low	0	0	0	0.37	sales
0.68	4.0	179.0	2.0	medium	0	0	0	0.93	sales
0.92	4.0	213.0	3.0	medium	0	0	0	0.74	sales
0.86	3.0	106.0	6.0	medium	0	0	1	0.79	sales
0.5	4.0	272.0	2.0	medium	0	0	0	0.99	sales
0.35	4.0	153.0	2.0	medium	0	0	0	0.37	sales
0.76	5.0	172.0	3.0	medium	0	0	0	0.97	sales
0.66	4.0	224.0	2.0	medium	0	0	0	0.95	sales
0.58	3.0	230.0	3.0	medium	0	0	1	0.71	sales
0.55	4.0	222.0	4.0	medium	0	0	0	0.97	sales
0.9	3.0	270.0	3.0	medium	0	0	0	0.53	sales
0.75	4.0	205.0	3.0	medium	0	0	0	0.71	sales
0.9	4.0	134.0	3.0	medium	0	0	1	0.63	sales
0.14	5.0	275.0	4.0	high	0	0	1	0.54	sales
0.86	4.0	183.0	3.0	low	0	0	0	0.57	sales
0.56	4.0	143.0	4.0	medium	0	0	0	0.84	sales
0.54	5.0	259.0	2.0	medium	0	0	0	0.63	sales
0.36	5.0	186.0	4.0	medium	0	0	0	0.8	accounting
0.82	3.0	155.0	3.0	medium	0	0	0	0.59	accounting
0.49	2.0	266.0	3.0	low	0	0	0	0.42	accounting
0.77	3.0	215.0	2.0	low	0	0	0	0.97	hr
0.64	4.0	179.0	3.0	low	0	0	0	0.83	hr
0.93	3.0	217.0	3.0	low	0	0	0	0.53	hr
0.96	5.0	235.0	3.0	low	0	0	0	0.94	hr
0.6	3.0	164.0	2.0	low	0	0	0	0.97	technical
0.58	3.0	178.0	5.0	low	0	0	0	0.55	technical
0.52	5.0	170.0	3.0	low	0	0	0	0.49	technical
0.74	5.0	241.0	3.0	low	0	0	0	0.79	technical
0.64	4.0	222.0	2.0	low	0	0	0	0.99	technical
0.93	3.0	233.0	3.0	low	0	0	0	0.59	technical
0.76	5.0	243.0	3.0	low	0	0	0	0.49	technical
0.5	4.0	175.0	2.0	low	0	0	0	0.54	technical
0.79	4.0	266.0	3.0	low	0	0	0	0.55	technical
0.97	5.0	201.0	2.0	low	0	0	0	0.95	technical
0.6	5.0	259.0	4.0	low	0	0	0	0.49	technical
0.84	5.0	105.0	5.0	low	0	0	0	0.73	support
0.75	5.0	189.0	3.0	low	0	0	0	0.99	support
0.24	4.0	232.0	2.0	low	0	0	0	0.91	support
0.24	5.0	258.0	6.0	low	0	0	0	0.91	support
0.51	5.0	173.0	3.0	low	0	0	0	0.58	support
0.5	4.0	147.0	3.0	medium	0	0	0	0.88	support
0.66	3.0	256.0	6.0	medium	0	0	0	0.36	support
0.97	3.0	206.0	4.0	medium	0	0	0	0.77	support
0.61	4.0	175.0	3.0	medium	0	0	0	0.5	support
0.77	4.0	274.0	2.0	medium	0	0	1	0.49	support
0.74	3.0	229.0	3.0	medium	0	0	0	0.64	support
0.92	4.0	161.0	3.0	medium	0	0	0	0.98	technical
0.78	2.0	188.0	2.0	medium	0	0	0	0.99	technical
0.56	3.0	205.0	3.0	medium	0	0	0	0.57	technical
0.82	3.0	246.0	3.0	medium	0	0	0	0.63	management
0.26	5.0	161.0	5.0	medium	0	0	0	0.98	IT
0.69	5.0	246.0	3.0	medium	0	0	0	0.85	IT
0.78	4.0	158.0	3.0	high	0	0	0	0.83	IT
0.67	3.0	175.0	3.0	low	0	0	0	0.86	IT
0.77	5.0	268.0	3.0	medium	0	0	1	0.91	IT
0.8	4.0	211.0	2.0	medium	0	0	0	0.63	product_mng
0.51	3.0	274.0	2.0	medium	0	0	0	0.51	product_mng
0.77	4.0	241.0	3.0	medium	0	0	0	0.52	product_mng
0.65	3.0	170.0	2.0	low	0	0	0	0.71	product_mng
0.58	3.0	287.0	5.0	low	0	0	0	0.53	IT
0.67	2.0	235.0	6.0	low	0	0	0	0.39	RandD
0.33	3.0	98.0	3.0	low	0	0	1	0.39	RandD
0.78	6.0	105.0	5.0	low	0	0	1	0.66	RandD
0.58	3.0	226.0	3.0	low	0	0	0	0.83	RandD
0.63	4.0	171.0	4.0	low	0	0	0	0.59	RandD
0.63	4.0	153.0	4.0	low	0	0	0	0.51	RandD
0.59	3.0	183.0	4.0	low	0	0	0	0.55	marketing
0.6	5.0	139.0	3.0	low	0	0	0	0.9	sales
0.93	5.0	210.0	3.0	low	0	0	0	0.9	accounting
0.78	2.0	177.0	4.0	low	0	0	0	0.77	support
0.65	3.0	148.0	2.0	low	0	0	0	0.6	technical
1.0	4.0	198.0	2.0	low	0	0	0	0.61	management
0.96	3.0	137.0	4.0	low	0	0	1	1.0	marketing
0.54	5.0	233.0	3.0	low	0	0	1	0.97	marketing
0.98	2.0	204.0	4.0	low	0	0	0	0.69	marketing
0.34	2.0	164.0	2.0	low	0	0	0	0.59	sales
0.71	5.0	162.0	2.0	low	0	0	0	0.53	sales
0.64	3.0	180.0	2.0	low	0	0	1	0.64	sales
0.71	2.0	199.0	2.0	low	0	0	0	0.93	sales
0.58	4.0	190.0	2.0	medium	0	0	0	0.63	sales
0.87	4.0	151.0	3.0	medium	0	0	1	0.96	sales
0.58	4.0	162.0	3.0	medium	0	0	0	0.85	sales
0.87	3.0	139.0	2.0	medium	0	0	0	0.67	sales
0.72	3.0	231.0	3.0	medium	0	0	1	0.86	sales
0.67	5.0	269.0	2.0	medium	0	0	0	0.83	sales
0.53	4.0	249.0	3.0	medium	0	0	0	0.97	sales
0.78	3.0	148.0	2.0	medium	0	0	0	0.61	sales
0.19	4.0	233.0	5.0	medium	0	0	0	0.63	sales
1.0	4.0	240.0	4.0	medium	0	0	0	0.88	sales
0.75	5.0	229.0	2.0	medium	0	0	1	0.75	sales
0.29	3.0	256.0	2.0	medium	0	0	1	0.66	sales
0.37	2.0	188.0	2.0	high	0	0	0	0.7	sales
0.78	3.0	167.0	2.0	low	0	0	0	0.5	sales
0.24	5.0	190.0	4.0	medium	0	0	0	0.64	sales
0.49	4.0	168.0	3.0	medium	0	0	0	0.7	accounting
0.18	6.0	154.0	5.0	medium	0	0	0	0.64	accounting
0.76	4.0	135.0	3.0	medium	0	0	0	0.85	accounting
0.5	4.0	217.0	3.0	low	0	0	0	0.97	hr
0.82	3.0	253.0	2.0	low	0	0	0	0.94	hr
0.97	3.0	180.0	3.0	low	0	0	0	0.94	hr
0.72	4.0	225.0	2.0	low	0	0	0	0.9	hr
0.98	4.0	134.0	3.0	low	0	0	1	0.64	technical
0.76	3.0	192.0	2.0	low	0	0	0	0.73	technical
0.72	3.0	224.0	3.0	low	0	0	0	0.88	technical
0.96	3.0	260.0	5.0	low	0	0	0	0.91	technical
0.62	3.0	178.0	3.0	low	0	0	1	0.78	technical
0.25	4.0	166.0	5.0	low	0	0	1	0.98	technical
0.82	5.0	180.0	3.0	low	0	0	0	0.56	technical
0.59	3.0	189.0	2.0	low	0	0	0	0.9	technical
0.94	3.0	154.0	3.0	low	0	0	0	0.73	technical
0.72	3.0	236.0	3.0	low	0	0	0	0.88	technical
0.53	5.0	198.0	3.0	low	0	0	0	0.78	technical
0.67	3.0	148.0	3.0	low	0	0	0	0.83	support
0.99	4.0	205.0	2.0	low	0	0	0	0.52	support
0.64	4.0	133.0	3.0	low	0	0	0	0.53	support
0.61	4.0	160.0	3.0	low	0	0	1	0.57	support
0.89	4.0	201.0	2.0	low	0	0	1	0.85	support
0.61	5.0	157.0	4.0	low	0	0	0	0.7	support
0.9	3.0	260.0	2.0	medium	0	0	0	0.74	support
0.96	5.0	152.0	3.0	medium	0	0	0	0.51	support
0.62	4.0	218.0	3.0	medium	0	0	0	0.55	support
0.89	3.0	252.0	2.0	medium	0	0	0	0.57	support
0.52	4.0	216.0	3.0	medium	0	0	0	0.67	support
0.66	3.0	183.0	2.0	medium	0	0	0	0.99	technical
0.96	5.0	269.0	2.0	medium	0	0	0	0.6	technical
0.95	5.0	132.0	4.0	medium	0	0	0	0.89	technical
0.75	4.0	170.0	4.0	medium	0	0	0	0.98	management
0.39	5.0	257.0	5.0	medium	0	0	1	0.87	IT
0.93	3.0	138.0	2.0	medium	0	0	0	0.69	IT
0.44	3.0	115.0	3.0	medium	0	0	0	0.54	IT
0.9	3.0	165.0	2.0	high	0	0	0	0.67	IT
0.75	3.0	214.0	3.0	low	0	0	0	0.81	IT
0.45	2.0	246.0	2.0	medium	0	0	0	0.75	product_mng
0.42	2.0	188.0	3.0	medium	0	0	0	0.6	product_mng
0.99	3.0	255.0	2.0	medium	0	0	0	0.82	product_mng
0.89	4.0	190.0	2.0	medium	0	0	0	0.91	product_mng
0.96	4.0	164.0	4.0	low	0	0	0	0.9	IT
0.5	3.0	165.0	3.0	low	0	0	0	0.46	RandD
0.59	3.0	141.0	3.0	low	0	0	0	0.59	RandD
0.57	3.0	154.0	2.0	low	0	0	0	0.69	RandD
1.0	3.0	165.0	2.0	low	0	0	0	0.87	RandD
0.6	5.0	266.0	2.0	low	0	0	0	0.59	RandD
0.21	6.0	235.0	6.0	low	0	0	0	0.85	RandD
0.63	4.0	159.0	2.0	low	0	0	0	0.83	marketing
0.8	3.0	218.0	3.0	low	0	0	0	0.82	sales
0.51	3.0	149.0	4.0	low	0	0	0	0.96	accounting
0.89	5.0	239.0	3.0	low	0	0	0	0.96	support
0.83	4.0	225.0	3.0	low	0	0	0	0.58	technical
0.77	6.0	247.0	3.0	low	0	0	0	0.74	management
0.79	4.0	183.0	2.0	low	0	0	0	0.99	marketing
0.63	5.0	214.0	2.0	low	0	0	0	0.85	marketing
0.68	5.0	113.0	2.0	low	0	0	0	0.48	marketing
0.74	4.0	244.0	2.0	low	0	0	0	0.69	sales
0.49	6.0	286.0	4.0	low	0	0	0	0.67	sales
0.46	3.0	139.0	2.0	medium	0	0	0	0.55	sales
0.9	5.0	176.0	3.0	medium	0	0	0	0.91	sales
0.7	5.0	136.0	3.0	medium	0	0	0	0.67	sales
0.84	4.0	222.0	2.0	medium	0	0	0	0.71	sales
0.89	4.0	269.0	4.0	medium	0	0	0	0.77	sales
0.59	4.0	183.0	2.0	medium	0	0	0	0.87	sales
0.57	3.0	206.0	3.0	medium	0	0	0	0.72	sales
0.53	3.0	158.0	3.0	medium	0	0	0	0.49	sales
0.83	4.0	136.0	3.0	medium	0	0	0	0.89	sales
0.51	4.0	182.0	2.0	medium	0	0	0	0.66	sales
0.78	4.0	268.0	3.0	medium	0	0	0	0.61	sales
0.52	3.0	144.0	3.0	medium	0	0	0	0.69	sales
0.42	5.0	286.0	4.0	high	0	0	0	0.5	sales
0.61	2.0	268.0	3.0	low	0	0	0	0.38	sales
0.85	3.0	255.0	3.0	medium	0	0	0	1.0	sales
0.17	6.0	245.0	5.0	medium	0	0	0	0.85	sales
0.79	3.0	134.0	2.0	medium	0	0	1	0.52	sales
0.56	3.0	251.0	3.0	medium	0	0	1	0.98	accounting
0.5	5.0	165.0	2.0	low	0	0	0	0.73	accounting
0.51	3.0	223.0	2.0	low	0	0	1	0.53	accounting
0.77	4.0	225.0	4.0	low	0	0	0	0.67	hr
0.84	3.0	196.0	3.0	low	0	0	1	0.9	hr
0.21	3.0	253.0	3.0	low	0	0	0	0.49	hr
0.65	5.0	222.0	3.0	low	0	0	0	0.57	hr
0.95	4.0	135.0	3.0	low	0	0	0	0.87	technical
0.8	4.0	217.0	2.0	low	0	0	0	0.75	technical
0.77	5.0	192.0	2.0	low	0	0	0	0.85	technical
0.57	3.0	172.0	3.0	low	0	0	0	0.7	technical
0.92	4.0	183.0	3.0	low	0	0	0	0.55	technical
1.0	5.0	186.0	2.0	low	0	0	0	0.71	technical
0.85	4.0	163.0	3.0	low	0	0	0	0.67	technical
0.57	4.0	262.0	3.0	low	0	0	0	0.8	technical
0.66	3.0	202.0	3.0	low	0	0	0	0.68	technical
