Mileage,EngineV,Registration,Year,Price,Body,Engine Type,Brand,Model
100.0,1.4,yes,2006.0,4800.0,sedan,Petrol,Renault,Clio
157.0,2.2,yes,2012.0,11499.0,other,Diesel,Mercedes-Benz,Vito
284.0,1.9,yes,2000.0,8500.0,sedan,Gas,BMW,316
462.0,2.2,no,2001.0,3800.0,van,Diesel,Mercedes-Benz,Sprinter
0.0,2.2,yes,2016.0,47600.0,van,Diesel,Mercedes-Benz,Vito
133.0,2.7,yes,2007.0,17900.0,crossover,Gas,Toyota,Land Cruiser Prado
278.0,2.5,yes,2005.0,11800.0,vagon,Diesel,Audi,A6
150.0,1.6,yes,2008.0,11115.0,hatch,Petrol,Audi,A3
160.0,2.0,yes,2011.0,12999.0,van,Diesel,Volkswagen,T6 (Transporter)
0.0,1.8,yes,2016.0,24842.03,sedan,Petrol,Toyota,Avensis
300.0,2.79073420738975,yes,1999.0,7200.0,sedan,Gas,Audi,A6
250.0,2.0,yes,2007.0,8400.0,sedan,Petrol,Mitsubishi,Lancer X
129.0,3.5,yes,2008.0,15500.0,sedan,Other,Toyota,Camry
265.0,3.0,yes,2005.0,13999.0,sedan,Diesel,BMW,730
104.0,2.79073420738975,yes,2008.0,10200.0,sedan,Gas,Mitsubishi,Lancer X
51.0,3.0,yes,2013.0,42900.0,crossover,Diesel,Toyota,Land Cruiser Prado
91.0,3.0,yes,2012.0,47777.0,sedan,Diesel,Volkswagen,Phaeton
0.0,4.5,yes,2016.0,19418.746935058713,crossover,Diesel,Toyota,Land Cruiser 200
155.0,2.0,yes,2007.0,7550.0,hatch,Petrol,Renault,Laguna
43.0,4.4,yes,2013.0,68500.0,sedan,Petrol,BMW,750
300.0,2.5,yes,2004.0,8400.0,van,Diesel,Volkswagen,T5 (Transporter)
1.0,1.6,yes,2015.0,24193.65,van,Diesel,Renault,Trafic
61.0,1.5,yes,2013.0,14700.0,crossover,Diesel,Renault,Duster
127.0,1.5,yes,2011.0,8300.0,van,Diesel,Renault,Kangoo
185.0,2.0,yes,2011.0,19000.0,vagon,Diesel,Volkswagen,Passat B7
305.0,1.9,no,2000.0,3700.0,sedan,Petrol,BMW,318
307.0,2.5,yes,1994.0,4500.0,sedan,Petrol,BMW,525
140.0,1.6,yes,2008.0,9400.0,sedan,Petrol,Toyota,Corolla
115.0,5.7,yes,2007.0,25000.0,crossover,Petrol,Toyota,Tundra
110.0,2.0,yes,2013.0,18000.0,sedan,Diesel,Volkswagen,Passat B7
135.0,2.4,yes,2006.0,12300.0,sedan,Petrol,Toyota,Camry
235.0,2.2,yes,2007.0,20500.0,sedan,Diesel,Mercedes-Benz,E-Class
162.0,2.3,yes,2011.0,11900.0,other,Other,Renault,Master
350.0,2.5,yes,1995.0,3990.0,sedan,Petrol,BMW,525
290.0,1.6,yes,1985.0,2200.0,sedan,Petrol,BMW,316
190.0,2.2,yes,2009.0,13600.0,van,Diesel,Mercedes-Benz,Vito
180.0,3.0,yes,2007.0,17300.0,sedan,Diesel,BMW,730
386.0,2.2,yes,2008.0,12500.0,van,Diesel,Mercedes-Benz,Sprinter 313
184.0,3.0,yes,2004.0,13900.0,crossover,Gas,BMW,X5
98.0,3.0,yes,2011.0,39600.0,crossover,Petrol,BMW,X6
185.0,1.4,yes,2008.0,11700.0,van,Petrol,Volkswagen,Cross Touran
250.0,2.4,yes,1998.0,7200.0,sedan,Gas,Audi,A6
200.0,1.8,yes,2006.0,10999.0,sedan,Petrol,Audi,A4
105.0,1.5,yes,2010.0,7900.0,vagon,Diesel,Renault,Kangoo
168.0,5.0,yes,2002.0,13900.0,other,Petrol,Mercedes-Benz,CL 500
390.0,1.9,yes,1996.0,4500.0,vagon,Diesel,Volkswagen,Passat B4
180.0,1.8,yes,2003.0,9000.0,crossover,Gas,Toyota,Matrix
233.0,1.5,yes,2009.0,10500.0,vagon,Diesel,Renault,Laguna
220.0,5.0,yes,2003.0,13000.0,sedan,Petrol,Mercedes-Benz,S 500
186.0,1.5,yes,2010.0,7300.0,van,Diesel,Renault,Kangoo
80.0,2.5,yes,2012.0,21999.0,sedan,Other,Toyota,Camry
57.0,1.5,yes,2011.0,10500.0,sedan,Gas,Mitsubishi,Lancer X
8.0,2.0,yes,2016.0,19418.746935058713,crossover,Diesel,BMW,X5
137.0,1.5,yes,2014.0,8300.0,van,Diesel,Renault,Kangoo
175.0,2.5,yes,2008.0,12300.0,other,Diesel,Mitsubishi,L 200
54.0,66.0,yes,2012.0,14999.0,van,Other,Renault,Kangoo
282.0,2.2,no,2000.0,2900.0,sedan,Diesel,Mercedes-Benz,210
313.0,3.2,yes,2003.0,12950.0,sedan,Diesel,Mercedes-Benz,S 320
140.0,4.8,yes,2008.0,23500.0,crossover,Petrol,BMW,X5
71.0,2.0,yes,2011.0,33300.0,crossover,Petrol,Audi,Q5
210.0,2.4,yes,2007.0,8200.0,crossover,Gas,Mitsubishi,Outlander
450.0,2.5,no,1996.0,1900.0,sedan,Diesel,Audi,A6
220.0,1.8,yes,2002.0,7800.0,sedan,Gas,Volkswagen,Passat B5
103.0,2.79073420738975,yes,2012.0,15900.0,sedan,Petrol,Volkswagen,Jetta
170.0,4.0,yes,2006.0,21800.0,crossover,Gas,Toyota,Land Cruiser Prado
74.0,2.2,yes,2011.0,22900.0,sedan,Diesel,Mercedes-Benz,C-Class
250.0,2.79073420738975,no,2001.0,2350.0,vagon,Diesel,Audi,A6
200.0,1.6,yes,2011.0,8500.0,other,Diesel,Volkswagen,Caddy
131.0,2.0,yes,2009.0,16700.0,vagon,Diesel,Audi,A4
142.0,2.4,yes,2007.0,10100.0,sedan,Petrol,Toyota,Camry
125.0,1.5,yes,2012.0,7700.0,van,Diesel,Renault,Kangoo
190.0,3.0,yes,2006.0,10800.0,crossover,Gas,Mitsubishi,Pajero Sport
1.0,1.8,yes,1996.0,4700.0,sedan,Petrol,Mercedes-Benz,C-Class
248.0,2.5,yes,2000.0,5999.0,vagon,Diesel,Audi,A6
143.0,1.5,yes,2007.0,5800.0,van,Diesel,Renault,Kangoo
200.0,1.6,yes,2005.0,5400.0,sedan,Gas,Mitsubishi,Lancer
270.0,2.5,yes,1998.0,3000.0,vagon,Diesel,Audi,A4
330.0,1.3,yes,1996.0,3200.0,sedan,Gas,Mitsubishi,Lancer
132.0,3.0,yes,2010.0,43999.0,sedan,Diesel,Mercedes-Benz,S 350
250.0,2.5,yes,1999.0,3600.0,vagon,Other,Audi,A6
400.0,2.3,yes,1996.0,5500.0,van,Diesel,Mercedes-Benz,Vito
129.0,2.0,yes,2006.0,10200.0,sedan,Petrol,Volkswagen,Passat B6
300.0,2.8,yes,1979.0,2990.0,sedan,Gas,Mercedes-Benz,S 280
123.0,2.2,yes,2011.0,31500.0,sedan,Diesel,Mercedes-Benz,E-Class
110.0,1.6,yes,2011.0,11500.0,sedan,Petrol,Toyota,Corolla
63.0,2.0,yes,2012.0,10888.0,sedan,Petrol,Mitsubishi,Lancer X
20.0,5.7,yes,2014.0,38500.0,crossover,Gas,Toyota,Tundra
206.0,2.5,no,2003.0,4500.0,vagon,Diesel,Audi,A6
63.0,2.0,yes,2013.0,55555.0,van,Diesel,Volkswagen,Multivan
150.0,2.5,yes,2005.0,13999.0,crossover,Diesel,Volkswagen,Touareg
0.0,5.5,yes,2016.0,177777.0,crossover,Petrol,Mercedes-Benz,G 63 AMG
205.0,2.79073420738975,yes,2004.0,15000.0,other,Petrol,BMW,530
300.0,2.5,yes,1997.0,6700.0,van,Diesel,Volkswagen,T4 (Transporter)
135.0,1.5,yes,2013.0,7100.0,van,Diesel,Renault,Kangoo
0.0,3.0,yes,2016.0,81500.0,sedan,Petrol,Audi,A7
122.0,1.5,yes,2007.0,6200.0,van,Diesel,Renault,Kangoo
110.0,3.0,yes,2011.0,42500.0,sedan,Diesel,Mercedes-Benz,S 350
16.0,3.0,yes,2015.0,75000.0,crossover,Diesel,BMW,X6
147.0,4.0,yes,2012.0,48550.0,other,Diesel,BMW,X5
148.0,3.2,yes,2001.0,11000.0,crossover,Petrol,Mercedes-Benz,ML 320
275.0,2.0,yes,1998.0,7500.0,sedan,Gas,BMW,520
5.0,1.3,yes,1989.0,2999.0,vagon,Petrol,Toyota,Corolla
100.0,3.0,yes,2007.0,22500.0,other,Petrol,BMW,630
298.0,2.79073420738975,yes,2005.0,12800.0,other,Diesel,Volkswagen,T5 (Transporter)
273.0,2.5,yes,2003.0,11900.0,van,Diesel,Volkswagen,T4 (Transporter)
167.0,3.0,yes,2007.0,17900.0,crossover,Diesel,Volkswagen,Touareg
118.0,1.5,yes,2012.0,6700.0,van,Diesel,Renault,Kangoo
25.0,3.0,yes,2008.0,22900.0,other,Petrol,BMW,325
286.0,2.79073420738975,yes,2000.0,6800.0,sedan,Other,Mercedes-Benz,E-Class
170.0,1.8,yes,2006.0,9300.0,sedan,Gas,Toyota,Avensis
111.0,2.0,yes,2012.0,20350.0,vagon,Diesel,Volkswagen,Passat B7
0.0,3.0,yes,2016.0,72000.0,crossover,Diesel,Volkswagen,Touareg
250.0,3.0,yes,2004.0,16800.0,crossover,Diesel,BMW,X5
115.0,1.6,yes,2008.0,8900.0,sedan,Petrol,Toyota,Corolla
43.0,2.4,yes,2013.0,22800.0,crossover,Petrol,Mitsubishi,Outlander
500.0,3.2,yes,2000.0,8500.0,sedan,Diesel,Mercedes-Benz,E-Class
86.0,1.6,yes,2012.0,8800.0,sedan,Petrol,Volkswagen,Polo
115.0,2.0,yes,2011.0,14100.0,vagon,Diesel,Volkswagen,Caddy
84.0,2.0,yes,2009.0,9200.0,sedan,Petrol,Mitsubishi,Lancer X
50.0,4.6,yes,2015.0,75500.0,crossover,Petrol,Toyota,Land Cruiser 200
2.0,1.8,yes,1989.0,2900.0,sedan,Petrol,Volkswagen,Passat B3
305.0,1.6,yes,1996.0,6100.0,sedan,Other,Audi,A4
239.0,2.0,yes,2012.0,19418.746935058713,van,Diesel,Volkswagen,T5 (Transporter)
87.0,1.4,yes,2008.0,7245.0,sedan,Petrol,Renault,Megane
170.0,1.9,no,2003.0,2500.0,sedan,Diesel,Renault,Scenic
165.0,1.5,yes,2012.0,11200.0,vagon,Diesel,Renault,Megane
0.0,3.0,yes,2015.0,19418.746935058713,crossover,Diesel,Audi,Q7
198.0,1.5,yes,2012.0,13500.0,van,Diesel,Renault,Grand Scenic
300.0,2.0,yes,2005.0,13700.0,sedan,Diesel,Audi,A6
280.0,90.0,yes,2008.0,6100.0,van,Diesel,Renault,Kangoo
340.0,2.4,yes,1998.0,4300.0,sedan,Gas,Audi,A6
310.0,2.5,yes,2007.0,9999.0,van,Diesel,Volkswagen,T5 (Transporter)
435.0,3.2,yes,1994.0,6500.0,sedan,Petrol,Mercedes-Benz,S 140
174.0,2.2,yes,2012.0,11400.0,van,Diesel,Mercedes-Benz,Vito
180.0,3.5,yes,2007.0,10500.0,sedan,Petrol,Toyota,Camry
245.0,1.5,yes,2003.0,2999.0,van,Diesel,Renault,Kangoo
180.0,3.2,yes,2008.0,29500.0,crossover,Diesel,Mercedes-Benz,GL 320
222.0,2.79073420738975,yes,2007.0,27000.0,other,Diesel,Audi,Q7
300.0,2.0,yes,2000.0,8000.0,sedan,Petrol,Mercedes-Benz,E-Class
0.0,2.2,yes,2016.0,19418.746935058713,sedan,Diesel,Mercedes-Benz,V 250
130.0,2.0,yes,2008.0,10500.0,sedan,Petrol,Mitsubishi,Lancer X
220.0,5.0,yes,2004.0,11400.0,sedan,Petrol,Mercedes-Benz,S 500
147.0,1.6,yes,2006.0,8300.0,hatch,Gas,Volkswagen,Golf Plus
250.0,2.4,yes,1999.0,6900.0,sedan,Gas,Audi,A6
210.0,4.3,yes,2000.0,8500.0,other,Gas,Mercedes-Benz,ML 430
148.0,3.0,yes,2007.0,17300.0,crossover,Diesel,Volkswagen,Touareg
1.0,3.0,yes,2016.0,19418.746935058713,crossover,Diesel,Mercedes-Benz,GLS 350
215.0,2.0,yes,1993.0,3500.0,vagon,Petrol,Volkswagen,Passat B3
3.0,5.5,yes,2016.0,249999.0,other,Petrol,Mercedes-Benz,S 63 AMG
220.0,1.4,yes,2003.0,5000.0,hatch,Petrol,Volkswagen,Polo
118.0,1.6,yes,2007.0,6900.0,sedan,Petrol,Mitsubishi,Lancer
188.0,2.0,yes,1999.0,5500.0,crossover,Petrol,Toyota,Rav 4
98.0,3.0,yes,2007.0,17900.0,other,Petrol,BMW,Z4
210.0,2.0,yes,2012.0,11500.0,van,Diesel,Volkswagen,Caddy
448.0,3.0,yes,1996.0,7200.0,sedan,Petrol,BMW,730
167.0,1.6,yes,2011.0,12800.0,vagon,Diesel,Volkswagen,Golf Variant
350.0,1.0,yes,2004.0,7000.0,van,Other,Volkswagen,T5 (Transporter)
220.0,2.2,yes,2001.0,8400.0,sedan,Gas,BMW,5 Series
11.0,1.9,no,1999.0,3000.0,van,Diesel,Audi,A6
160.0,1.4,yes,2008.0,5200.0,sedan,Gas,Renault,Symbol
120.0,1.3,yes,2005.0,5700.0,vagon,Petrol,Mitsubishi,Colt
285.0,2.5,yes,1991.0,6500.0,crossover,Diesel,Mitsubishi,Pajero
200.0,1.9,no,1999.0,2300.0,vagon,Diesel,Volkswagen,Passat B5
228.0,1.9,yes,2006.0,7700.0,van,Diesel,Volkswagen,Caddy
110.0,1.6,yes,2012.0,10999.0,van,Diesel,Volkswagen,Caddy
212.0,3.0,no,2004.0,8700.0,other,Diesel,BMW,730
312.0,3.2,yes,2000.0,7200.0,sedan,Petrol,Mercedes-Benz,E-Class
38.0,3.0,yes,2009.0,39000.0,crossover,Petrol,BMW,X6
235.0,3.0,yes,2007.0,11999.0,crossover,Gas,Mitsubishi,Pajero Wagon
1.0,2.99,yes,2016.0,129999.0,crossover,Diesel,Mercedes-Benz,GLS 350
195.0,2.0,yes,2011.0,18100.0,other,Diesel,Volkswagen,T5 (Transporter)
185.0,1.3,no,2000.0,1600.0,vagon,Petrol,Mitsubishi,Space Star
0.0,3.0,yes,2016.0,138000.0,crossover,Diesel,Mercedes-Benz,G 350
34.0,3.5,yes,2014.0,19418.746935058713,sedan,Diesel,Mercedes-Benz,S 350
1.0,1.0,no,2006.0,2650.0,vagon,Diesel,Renault,Laguna
115.0,1.8,yes,2012.0,23300.0,sedan,Petrol,Volkswagen,Passat CC
210.0,3.0,yes,2008.0,25500.0,crossover,Gas,BMW,X5
122.0,2.0,yes,2012.0,20900.0,sedan,Petrol,Volkswagen,Passat B7
310.0,2.0,yes,1996.0,3700.0,hatch,Petrol,Renault,Laguna
125.0,1.6,yes,2009.0,9500.0,sedan,Petrol,Toyota,Corolla
121.0,3.0,yes,2013.0,61500.0,crossover,Diesel,Mercedes-Benz,GL 350
43.0,2.2,yes,2013.0,19418.746935058713,crossover,Diesel,Toyota,Rav 4
217.0,1.9,yes,2005.0,8800.0,other,Diesel,Volkswagen,Passat B5
136.0,2.0,yes,2012.0,34900.0,vagon,Diesel,BMW,520
200.0,2.5,yes,1999.0,3600.0,vagon,Diesel,Audi,A6
12.0,1.8,yes,2013.0,28000.0,other,Petrol,Mercedes-Benz,C-Class
88.0,5.46,yes,2013.0,140000.0,crossover,Petrol,Mercedes-Benz,G 63 AMG
203.0,2.0,yes,2010.0,25800.0,sedan,Diesel,BMW,520
86.0,3.2,yes,2011.0,25999.0,crossover,Diesel,Mitsubishi,Pajero Wagon
11.0,1.4,yes,2016.0,29600.0,sedan,Petrol,Volkswagen,Passat B8
178.0,1.9,no,2001.0,3200.0,sedan,Petrol,BMW,318
200.0,2.3,yes,1999.0,6900.0,van,Diesel,Mercedes-Benz,Vito
274.0,3.2,no,2002.0,3550.0,sedan,Diesel,Mercedes-Benz,E-Class
230.0,2.0,no,2001.0,2900.0,vagon,Diesel,BMW,320
307.0,2.2,yes,2007.0,11500.0,van,Diesel,Mercedes-Benz,Vito
218.0,1.9,yes,2008.0,11800.0,van,Diesel,Volkswagen,T5 (Transporter)
76.0,6.0,yes,2010.0,69900.0,sedan,Petrol,Mercedes-Benz,S 65 AMG
115.0,1.8,yes,2008.0,23000.0,other,Petrol,Audi,S4
186.0,1.5,yes,2012.0,6500.0,van,Diesel,Renault,Kangoo
284.0,1.9,yes,2001.0,6000.0,vagon,Other,Volkswagen,Golf IV
50.0,1.6,yes,2013.0,17200.0,sedan,Petrol,Toyota,Corolla
29.0,4.5,yes,2014.0,76500.0,crossover,Diesel,Toyota,Land Cruiser 200
160.0,2.8,yes,2001.0,6800.0,vagon,Petrol,Volkswagen,Sharan
6.0,5.5,yes,2016.0,250000.0,other,Petrol,Mercedes-Benz,S 63 AMG
262.0,1.8,yes,1994.0,3750.0,sedan,Petrol,Volkswagen,Vento
300.0,2.5,yes,2007.0,8000.0,other,Diesel,Volkswagen,T5 (Transporter)
128.0,3.0,yes,2013.0,58500.0,crossover,Diesel,Mercedes-Benz,ML 350
114.0,1.4,yes,2006.0,4999.0,sedan,Other,Renault,Clio
6.0,4.4,yes,2016.0,19418.746935058713,crossover,Petrol,BMW,X5 M
56.0,1.4,yes,2013.0,15800.0,sedan,Other,Volkswagen,Jetta
200.0,2.0,yes,2007.0,9250.0,sedan,Diesel,Volkswagen,Passat B6
128.0,2.4,yes,2008.0,11300.0,crossover,Gas,Mitsubishi,Outlander
250.0,1.8,no,1993.0,1400.0,sedan,Petrol,Audi,80
23.0,4.5,yes,2014.0,80000.0,crossover,Diesel,Toyota,Land Cruiser 200
1.0,2.8,yes,2002.0,11900.0,sedan,Petrol,BMW,528
29.0,1.4,yes,2014.0,9500.0,hatch,Petrol,Volkswagen,Polo
162.0,2.2,yes,2002.0,10999.0,other,Petrol,BMW,320
119.0,4.2,yes,2007.0,23500.0,crossover,Gas,Audi,Q7
170.0,4.8,yes,2007.0,24500.0,crossover,Gas,BMW,X5
150.0,1.8,yes,2004.0,6000.0,sedan,Gas,Mitsubishi,Virage
194.0,3.2,yes,2008.0,17500.0,crossover,Diesel,Mitsubishi,Pajero Wagon
107.0,1.8,yes,2007.0,9300.0,sedan,Gas,Toyota,Avensis
280.0,3.0,no,2001.0,3500.0,vagon,Diesel,BMW,330
42.0,2.0,yes,2012.0,41500.0,vagon,Petrol,BMW,X3
215.0,1.9,yes,2007.0,10300.0,other,Other,Volkswagen,T5 (Transporter)
1.0,3.0,yes,2015.0,19418.746935058713,crossover,Petrol,Mercedes-Benz,GLE-Class
280.0,2.5,no,2002.0,2200.0,vagon,Diesel,Audi,A6 Allroad
0.0,1.5,yes,2016.0,19692.08,crossover,Diesel,Renault,Duster
187.0,1.5,yes,2010.0,7850.0,van,Diesel,Renault,Kangoo
42.0,3.0,yes,2014.0,19418.746935058713,sedan,Diesel,Mercedes-Benz,S 350
280.0,2.79073420738975,yes,1996.0,3950.0,hatch,Gas,Volkswagen,Golf III
94.0,4.5,yes,2005.0,20000.0,crossover,Petrol,Toyota,Land Cruiser 105
253.0,2.5,no,1998.0,3800.0,sedan,Diesel,Audi,A6
254.0,3.0,yes,2003.0,13700.0,sedan,Diesel,BMW,530
86.0,2.2,yes,2014.0,31000.0,crossover,Diesel,Toyota,Rav 4
237.0,2.0,yes,2010.0,14400.0,van,Diesel,Volkswagen,T5 (Transporter)
200.0,2.79073420738975,yes,1996.0,4700.0,sedan,Petrol,BMW,316
45.0,1.6,yes,2014.0,17500.0,hatch,Petrol,Toyota,Auris
1.0,1.2,yes,2015.0,10396.23,vagon,Petrol,Renault,Logan
140.0,3.0,yes,2009.0,27800.0,crossover,Diesel,BMW,X5
200.0,1.4,yes,2000.0,5800.0,sedan,Petrol,Volkswagen,Golf IV
200.0,1.46,yes,2008.0,5800.0,vagon,Diesel,Renault,Grand Scenic
165.0,2.0,yes,2010.0,21500.0,vagon,Diesel,Audi,A6
330.0,2.8,yes,1994.0,3600.0,sedan,Gas,Volkswagen,Passat B4
388.0,3.5,yes,1998.0,6500.0,sedan,Petrol,BMW,735
171.0,1.9,yes,2010.0,10700.0,vagon,Diesel,Volkswagen,Caddy
280.0,2.0,no,1999.0,3100.0,sedan,Diesel,BMW,320
8.0,2.79073420738975,yes,2015.0,38800.0,hatch,Other,Mercedes-Benz,B-Class Electric Drive
240.0,2.5,no,1992.0,1350.0,vagon,Diesel,Mercedes-Benz,E-Class
150.0,2.5,yes,2007.0,19418.746935058713,van,Diesel,Renault,Trafic
525.0,2.3,yes,1995.0,4500.0,other,Diesel,Mercedes-Benz,Sprinter 208
0.0,3.0,yes,2016.0,99000.0,sedan,Petrol,Mercedes-Benz,CLS 400
355.0,2.5,yes,1996.0,5600.0,vagon,Diesel,Mercedes-Benz,250
388.0,4.3,yes,2000.0,8500.0,sedan,Gas,Mercedes-Benz,S 430
108.0,2.0,yes,2012.0,24000.0,crossover,Diesel,BMW,X1
95.0,2.0,yes,2008.0,9300.0,sedan,Petrol,Mitsubishi,Lancer X
125.0,3.5,yes,2008.0,15700.0,sedan,Petrol,Toyota,Camry
106.0,1.6,yes,2011.0,9600.0,sedan,Petrol,Volkswagen,Polo
93.0,2.0,yes,2012.0,21000.0,other,Diesel,Volkswagen,Passat B7
303.0,2.2,no,2000.0,3500.0,sedan,Diesel,Mercedes-Benz,C-Class
65.0,4.0,yes,2010.0,45500.0,crossover,Gas,Toyota,FJ Cruiser
185.0,4.2,yes,2006.0,20900.0,crossover,Petrol,Audi,Q7
168.0,2.3,yes,2001.0,6999.0,other,Petrol,Mercedes-Benz,CLK 230
112.0,2.0,yes,2008.0,7999.0,sedan,Petrol,Mitsubishi,Lancer X
1.0,3.0,yes,1995.0,6500.0,sedan,Petrol,BMW,730
230.0,3.0,yes,2011.0,29500.0,sedan,Diesel,BMW,530
138.0,2.0,yes,2011.0,10300.0,van,Diesel,Renault,Trafic
1.0,2.5,yes,1999.0,6000.0,other,Diesel,Volkswagen,LT
193.0,1.9,no,2003.0,3300.0,vagon,Diesel,Volkswagen,Passat B5
320.0,1.9,no,2000.0,2400.0,vagon,Diesel,Volkswagen,Passat B5
180.0,3.0,yes,2009.0,23900.0,sedan,Diesel,Audi,A6
148.0,2.0,yes,2006.0,9300.0,sedan,Petrol,Volkswagen,Passat B6
294.0,1.6,yes,1992.0,1699.0,hatch,Gas,Mitsubishi,Lancer
92.0,3.0,yes,2012.0,34000.0,crossover,Diesel,Volkswagen,Touareg
82.0,2.0,yes,2007.0,14500.0,other,Gas,Toyota,Rav 4
78.0,1.6,yes,2012.0,10400.0,sedan,Petrol,Volkswagen,Polo
266.0,3.5,no,1997.0,6100.0,sedan,Petrol,BMW,535
177.0,1.9,yes,2010.0,7200.0,other,Diesel,Volkswagen,Caddy
144.0,2.2,yes,2009.0,14000.0,other,Diesel,Mercedes-Benz,Vito
213.0,5.0,yes,1999.0,8900.0,other,Other,Mercedes-Benz,CL 500
42.0,1.6,yes,2013.0,22100.0,hatch,Petrol,BMW,116
0.0,2.79073420738975,yes,2015.0,33500.0,van,Diesel,Mercedes-Benz,Sprinter 316
20.0,3.0,yes,2015.0,19418.746935058713,sedan,Diesel,Mercedes-Benz,S 350
65.0,5.7,yes,2013.0,33950.0,other,Petrol,Toyota,Tundra
101.0,2.5,yes,1990.0,3499.0,sedan,Petrol,BMW,525
74.0,2.0,yes,2010.0,28500.0,crossover,Petrol,Audi,Q5
284.0,3.0,no,2004.0,8800.0,crossover,Diesel,BMW,X5
15.0,1.2,yes,2014.0,17200.0,other,Petrol,Volkswagen,Golf VII
278.0,2.5,no,1999.0,3000.0,sedan,Diesel,Audi,A6
58.0,2.5,yes,2015.0,25800.0,sedan,Petrol,Toyota,Camry
143.0,5.5,yes,2007.0,18500.0,sedan,Petrol,Mercedes-Benz,S 550
0.0,1.6,yes,2016.0,28793.04,van,Diesel,Volkswagen,Caddy
2.0,2.0,yes,2016.0,42900.0,sedan,Petrol,BMW,520
90.0,1.8,yes,2008.0,11800.0,sedan,Petrol,Toyota,Avensis
171.0,1.5,yes,2013.0,7100.0,van,Diesel,Renault,Kangoo
26.0,1.8,yes,2011.0,22000.0,sedan,Petrol,Volkswagen,Passat CC
400.0,1.8,yes,1989.0,2700.0,hatch,Gas,Volkswagen,Golf II
220.0,1.8,yes,2001.0,7000.0,other,Petrol,Toyota,Celica
230.0,3.0,no,2002.0,6499.0,other,Diesel,BMW,X5
110.0,1.8,yes,2011.0,15700.0,sedan,Petrol,Volkswagen,Passat B7
113.0,2.0,yes,2007.0,8100.0,sedan,Petrol,Mitsubishi,Lancer X
287.0,3.2,yes,2000.0,12200.0,other,Petrol,Mercedes-Benz,ML 320
96.0,1.4,yes,2007.0,5400.0,sedan,Petrol,Renault,Symbol
285.0,2.2,no,2002.0,5400.0,sedan,Diesel,Mercedes-Benz,220
287.0,1.9,yes,2002.0,7700.0,vagon,Diesel,Volkswagen,Sharan
115.0,5.0,yes,2008.0,34000.0,sedan,Petrol,BMW,750
302.0,1.9,no,2002.0,3900.0,sedan,Diesel,Audi,A6
240.0,5.0,yes,2004.0,15000.0,sedan,Petrol,Mercedes-Benz,S 500
120.0,2.0,yes,2008.0,8999.0,sedan,Petrol,Volkswagen,Passat B6
268.0,99.99,yes,1989.0,2400.0,sedan,Petrol,Volkswagen,Passat B3
116.0,1.5,yes,2008.0,6300.0,sedan,Petrol,Mitsubishi,Lancer X
210.0,1.6,yes,2004.0,7999.0,van,Gas,Volkswagen,Touran
128.0,4.0,yes,2007.0,25200.0,crossover,Gas,Toyota,Land Cruiser Prado
131.0,2.0,yes,2011.0,26999.0,sedan,Diesel,BMW,520
460.0,2.0,yes,1991.0,4000.0,sedan,Petrol,Mercedes-Benz,E-Class
180.0,3.0,yes,2006.0,16000.0,sedan,Diesel,Audi,A6
115.0,2.0,yes,2008.0,9200.0,sedan,Petrol,Mitsubishi,Lancer X
250.0,2.0,yes,2004.0,7000.0,van,Diesel,Volkswagen,Caddy
1.0,4.5,yes,2016.0,85000.0,crossover,Diesel,Toyota,Land Cruiser 200
320.0,1.8,yes,1990.0,3200.0,sedan,Gas,Volkswagen,Passat B3
127.0,1.5,yes,2012.0,11000.0,hatch,Diesel,Renault,Megane
225.0,2.79073420738975,yes,2008.0,13900.0,other,Other,Mercedes-Benz,Vito
187.0,2.4,yes,2008.0,10500.0,crossover,Gas,Mitsubishi,Outlander
102.0,2.0,yes,2011.0,17500.0,sedan,Petrol,BMW,320
224.0,1.5,yes,2004.0,7200.0,vagon,Diesel,Renault,Megane
195.0,2.4,yes,2004.0,8400.0,sedan,Gas,Toyota,Camry
1.0,1.6,yes,2011.0,8350.0,van,Diesel,Volkswagen,Caddy
244.0,2.0,no,2006.0,3200.0,vagon,Other,Audi,A4
147.0,2.4,yes,2010.0,11999.0,sedan,Petrol,Toyota,Camry
144.0,4.0,yes,2008.0,29900.0,crossover,Gas,Toyota,Land Cruiser 200
290.0,3.0,yes,2001.0,11500.0,sedan,Diesel,BMW,730
156.0,3.0,yes,2009.0,19418.746935058713,vagon,Diesel,Audi,A6
93.0,3.0,yes,2007.0,13900.0,vagon,Gas,Mitsubishi,Outlander XL
300.0,2.6,yes,2002.0,19418.746935058713,sedan,Petrol,Mercedes-Benz,E-Class
245.0,1.5,yes,2003.0,5000.0,van,Diesel,Renault,Kangoo
211.0,1.3,yes,1987.0,2350.0,hatch,Petrol,Toyota,Corolla
127.0,1.6,yes,2011.0,12900.0,van,Diesel,Volkswagen,Caddy
344.0,2.2,yes,2006.0,8650.0,van,Diesel,Mercedes-Benz,Vito
132.0,2.7,yes,2012.0,22900.0,crossover,Gas,Toyota,Venza
290.0,2.2,yes,2007.0,13500.0,van,Diesel,Mercedes-Benz,Vito
45.0,2.0,yes,2014.0,39999.0,crossover,Diesel,Audi,Q5
350.0,2.79073420738975,yes,1988.0,2850.0,sedan,Gas,Audi,80
250.0,1.9,no,2000.0,3300.0,sedan,Diesel,Volkswagen,Passat B5
