age	job	marital	month	education	default	housing	loan	contact	day_of_week	duration	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
54.0	blue-collar	married	may	basic.4y	no	no	no	cellular	mon	50.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	no
35.0	technician	married	aug	university.degree	no	no	no	cellular	fri	224.0	3.0	999.0	0.0	nonexistent	-2.9	92.201	-31.4	0.869	5076.2	no
41.0	technician	single	may	professional.course	no	yes	no	cellular	tue	175.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.291	5099.1	no
31.0	technician	married	may	professional.course	no	no	no	telephone	fri	258.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
30.0	admin.	married	aug	university.degree	no	no	no	cellular	mon	514.0	7.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
43.0	technician	married	nov	professional.course	no	yes	no	cellular	tue	166.0	3.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.153	5195.8	no
31.0	blue-collar	married	jun	professional.course	no	no	no	telephone	tue	70.0	8.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
33.0	admin.	single	oct	university.degree	no	yes	no	telephone	thu	166.0	3.0	6.0	2.0	success	-3.4	92.431	-26.9	0.74	5017.5	yes
30.0	management	divorced	may	university.degree	no	no	yes	telephone	fri	164.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
47.0	admin.	single	aug	university.degree	no	no	no	cellular	thu	429.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
32.0	services	married	may	professional.course	no	yes	no	cellular	tue	146.0	3.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.291	5099.1	no
49.0	management	married	jul	university.degree	unknown	yes	no	telephone	mon	182.0	12.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
41.0	technician	married	jun	high.school	no	yes	no	telephone	fri	145.0	24.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
60.0	blue-collar	married	may	professional.course	no	no	no	telephone	tue	59.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
42.0	services	married	apr	high.school	no	yes	no	cellular	mon	274.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
39.0	services	married	may	high.school	no	yes	no	cellular	thu	328.0	2.0	6.0	3.0	success	-1.8	93.876	-40.0	0.683	5008.7	yes
52.0	admin.	married	aug	unknown	no	no	no	cellular	thu	331.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
29.0	blue-collar	married	may	basic.6y	no	yes	no	cellular	thu	108.0	4.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
40.0	blue-collar	single	jul	professional.course	no	yes	no	cellular	thu	498.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
30.0	services	married	may	high.school	no	no	no	telephone	fri	147.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
38.0	admin.	married	may	high.school	no	no	no	cellular	wed	275.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
37.0	admin.	married	may	high.school	no	no	no	telephone	tue	316.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
60.0	blue-collar	divorced	jul	basic.4y	unknown	no	no	cellular	wed	105.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
26.0	blue-collar	single	jul	basic.9y	no	yes	no	cellular	mon	200.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
37.0	management	married	jun	university.degree	no	no	no	telephone	thu	288.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
56.0	services	married	may	high.school	unknown	no	yes	telephone	fri	90.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
44.0	technician	married	aug	high.school	no	yes	yes	cellular	fri	390.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
46.0	admin.	married	may	high.school	no	no	no	cellular	fri	318.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.313	5099.1	no
59.0	admin.	married	oct	university.degree	no	no	no	telephone	tue	85.0	1.0	999.0	0.0	nonexistent	-0.1	93.798	-40.4	4.968	5195.8	yes
52.0	services	married	aug	high.school	no	yes	no	cellular	tue	607.0	5.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
40.0	technician	divorced	aug	professional.course	no	no	no	cellular	tue	279.0	4.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
44.0	services	married	jun	high.school	no	yes	no	telephone	fri	40.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
35.0	management	married	nov	university.degree	no	yes	no	cellular	mon	121.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
33.0	technician	married	aug	professional.course	no	no	no	cellular	fri	335.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
38.0	blue-collar	married	may	basic.4y	no	yes	no	cellular	thu	130.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
53.0	entrepreneur	married	apr	basic.4y	no	yes	yes	cellular	tue	398.0	2.0	999.0	0.0	nonexistent	-1.8	93.749	-34.6	0.644	5008.7	yes
56.0	unemployed	divorced	may	high.school	no	yes	no	telephone	wed	267.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
48.0	blue-collar	married	aug	high.school	no	yes	no	cellular	wed	128.0	6.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
45.0	admin.	divorced	jul	high.school	no	yes	no	cellular	fri	800.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
56.0	admin.	married	may	university.degree	unknown	no	no	telephone	fri	213.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
48.0	management	married	oct	university.degree	no	yes	no	cellular	wed	294.0	1.0	999.0	1.0	failure	-3.4	92.431	-26.9	0.74	5017.5	yes
62.0	admin.	married	mar	high.school	no	no	no	telephone	mon	163.0	2.0	999.0	0.0	nonexistent	-1.8	92.843	-50.0	1.52	5099.1	yes
24.0	services	single	jul	high.school	no	no	no	cellular	thu	1150.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	yes
33.0	admin.	single	oct	high.school	no	no	no	cellular	mon	87.0	1.0	999.0	0.0	nonexistent	-3.4	92.431	-26.9	0.731	5017.5	no
49.0	technician	divorced	mar	professional.course	no	yes	no	cellular	tue	361.0	2.0	999.0	1.0	failure	-1.8	93.369	-34.8	0.635	5008.7	no
54.0	housemaid	married	oct	professional.course	no	no	no	telephone	mon	187.0	2.0	999.0	0.0	nonexistent	-3.4	92.431	-26.9	0.739	5017.5	no
57.0	technician	divorced	jun	university.degree	no	no	yes	telephone	tue	187.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
31.0	admin.	single	nov	high.school	no	no	no	cellular	fri	89.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
51.0	admin.	married	jul	university.degree	no	yes	no	cellular	thu	147.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
35.0	admin.	single	may	basic.4y	unknown	no	no	telephone	mon	95.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
50.0	technician	single	apr	university.degree	no	yes	no	telephone	fri	634.0	1.0	999.0	0.0	nonexistent	-1.8	93.749	-34.6	0.644	5008.7	yes
30.0	admin.	single	aug	university.degree	no	yes	no	cellular	fri	83.0	1.0	999.0	2.0	failure	-2.9	92.201	-31.4	0.881	5076.2	no
30.0	blue-collar	married	jul	basic.9y	no	yes	no	cellular	mon	245.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
32.0	blue-collar	married	may	basic.6y	unknown	no	no	telephone	wed	630.0	3.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.281	5099.1	no
45.0	blue-collar	single	may	high.school	unknown	yes	no	cellular	mon	8.0	7.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
46.0	admin.	divorced	jun	high.school	no	yes	no	cellular	mon	372.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	yes
48.0	blue-collar	married	jun	basic.4y	no	no	no	telephone	mon	984.0	4.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
31.0	entrepreneur	single	nov	university.degree	no	no	no	cellular	thu	1855.0	3.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
40.0	technician	married	may	university.degree	no	yes	yes	cellular	fri	133.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	no
56.0	blue-collar	unknown	apr	basic.4y	no	no	no	cellular	fri	422.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
42.0	technician	married	may	professional.course	no	no	no	cellular	mon	377.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.264	5099.1	yes
57.0	admin.	divorced	nov	university.degree	no	no	no	telephone	wed	5.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.663	5195.8	no
47.0	technician	married	may	professional.course	unknown	no	no	telephone	fri	261.0	6.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
36.0	technician	married	may	university.degree	no	yes	yes	cellular	mon	101.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.264	5099.1	no
53.0	services	married	may	high.school	no	no	no	telephone	wed	429.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
58.0	self-employed	married	aug	basic.9y	no	no	no	cellular	tue	83.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
36.0	blue-collar	married	nov	basic.9y	no	unknown	unknown	cellular	tue	95.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
35.0	admin.	single	may	university.degree	no	yes	no	cellular	thu	143.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.266	5099.1	no
34.0	blue-collar	married	jun	basic.9y	unknown	yes	no	telephone	thu	266.0	4.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
41.0	admin.	married	apr	basic.6y	no	no	no	cellular	fri	1203.0	2.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.479	5099.1	yes
30.0	unknown	married	may	professional.course	no	no	no	cellular	mon	399.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.354	5099.1	no
30.0	technician	single	aug	professional.course	no	yes	no	cellular	wed	129.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
37.0	services	single	may	high.school	no	yes	no	telephone	tue	227.0	9.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
53.0	services	married	jul	basic.9y	no	yes	no	telephone	tue	723.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.955	5228.1	no
34.0	services	unknown	may	high.school	no	yes	yes	cellular	tue	369.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.344	5099.1	no
28.0	admin.	single	may	university.degree	no	yes	no	cellular	fri	119.0	4.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.25	5099.1	no
29.0	entrepreneur	single	jun	university.degree	no	no	no	telephone	wed	347.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.958	5228.1	no
44.0	admin.	married	nov	university.degree	no	yes	no	cellular	fri	358.0	4.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
56.0	retired	married	jul	high.school	no	yes	yes	cellular	fri	308.0	2.0	999.0	0.0	nonexistent	-2.9	92.469	-33.6	1.059	5076.2	yes
31.0	services	single	jul	high.school	no	no	no	cellular	thu	16.0	35.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
40.0	blue-collar	single	jun	basic.9y	no	yes	no	telephone	mon	128.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
47.0	blue-collar	married	may	high.school	no	yes	yes	telephone	fri	72.0	6.0	6.0	1.0	success	-1.8	92.893	-46.2	1.313	5099.1	no
37.0	management	single	may	university.degree	no	no	no	cellular	tue	107.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.344	5099.1	no
57.0	retired	married	may	university.degree	no	yes	no	telephone	tue	768.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
37.0	blue-collar	single	aug	professional.course	no	no	no	cellular	wed	94.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
52.0	self-employed	single	may	basic.4y	unknown	yes	no	telephone	thu	61.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
34.0	admin.	single	aug	university.degree	no	no	yes	cellular	fri	78.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
43.0	services	married	may	high.school	no	no	yes	telephone	tue	262.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
34.0	blue-collar	single	mar	unknown	no	no	no	cellular	fri	98.0	2.0	999.0	0.0	nonexistent	-1.8	93.369	-34.8	0.636	5008.7	no
49.0	admin.	married	nov	university.degree	no	no	no	cellular	tue	163.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.153	5195.8	no
25.0	admin.	single	jun	high.school	no	yes	no	telephone	wed	54.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
38.0	services	married	jul	high.school	no	no	yes	cellular	thu	74.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
40.0	unemployed	divorced	jun	high.school	no	no	yes	telephone	thu	257.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
31.0	technician	single	nov	university.degree	no	no	no	cellular	tue	259.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.153	5195.8	no
29.0	technician	married	may	professional.course	no	no	no	telephone	tue	64.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
57.0	admin.	married	jul	university.degree	no	yes	no	cellular	thu	73.0	10.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
38.0	management	married	may	university.degree	no	no	no	cellular	fri	525.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.313	5099.1	no
48.0	admin.	single	nov	university.degree	no	yes	no	cellular	wed	210.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
32.0	admin.	single	aug	university.degree	no	no	no	cellular	wed	823.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	yes
30.0	self-employed	married	sep	university.degree	no	yes	no	telephone	mon	103.0	2.0	999.0	0.0	nonexistent	-3.4	92.379	-29.8	0.771	5017.5	no
52.0	retired	divorced	jun	basic.4y	unknown	yes	yes	telephone	thu	26.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
34.0	services	divorced	may	high.school	no	no	no	cellular	fri	66.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	no
60.0	blue-collar	married	nov	basic.4y	no	yes	no	cellular	tue	347.0	2.0	4.0	1.0	success	-1.1	94.767	-50.8	1.035	4963.6	no
37.0	technician	married	jun	professional.course	no	no	no	telephone	thu	96.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
47.0	technician	divorced	aug	high.school	no	yes	no	cellular	wed	56.0	5.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
57.0	admin.	married	dec	unknown	no	yes	no	cellular	wed	391.0	2.0	999.0	0.0	nonexistent	-3.0	92.713	-33.0	0.706	5023.5	yes
28.0	admin.	married	aug	university.degree	no	yes	no	cellular	mon	226.0	3.0	999.0	1.0	failure	-1.7	94.027	-38.3	0.898	4991.6	no
61.0	admin.	married	jun	university.degree	unknown	yes	no	cellular	wed	1076.0	2.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	yes
33.0	admin.	married	may	university.degree	no	yes	no	cellular	tue	165.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.266	5099.1	yes
36.0	technician	married	jun	professional.course	no	no	no	telephone	wed	183.0	9.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
53.0	services	married	jun	basic.9y	unknown	yes	no	telephone	fri	9.0	4.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
36.0	blue-collar	married	may	unknown	no	no	no	telephone	wed	837.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
31.0	self-employed	married	jun	university.degree	no	yes	yes	telephone	mon	464.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
44.0	management	divorced	jun	basic.9y	unknown	yes	no	telephone	mon	73.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
37.0	blue-collar	married	may	basic.9y	no	yes	no	cellular	thu	271.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
32.0	technician	single	aug	university.degree	no	yes	yes	cellular	wed	93.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
44.0	blue-collar	married	may	high.school	unknown	yes	no	telephone	mon	73.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
29.0	management	single	may	university.degree	no	yes	no	cellular	fri	468.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.313	5099.1	no
37.0	management	divorced	nov	unknown	no	no	yes	cellular	mon	74.0	1.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.191	5195.8	no
48.0	retired	married	jul	basic.4y	unknown	no	yes	cellular	mon	780.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
33.0	services	single	oct	university.degree	no	yes	no	cellular	mon	252.0	2.0	3.0	2.0	success	-1.1	94.601	-49.5	0.977	4963.6	yes
38.0	blue-collar	married	jun	basic.6y	unknown	yes	no	telephone	tue	258.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
41.0	blue-collar	married	apr	basic.4y	unknown	no	no	cellular	mon	197.0	3.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
57.0	housemaid	married	jul	basic.4y	no	yes	no	telephone	thu	381.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.966	5228.1	no
35.0	blue-collar	married	jun	basic.9y	no	no	no	telephone	fri	15.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
34.0	blue-collar	married	apr	basic.9y	no	yes	no	cellular	fri	210.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
50.0	entrepreneur	married	jun	basic.9y	no	yes	no	telephone	fri	82.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	no
49.0	management	married	apr	university.degree	no	no	no	cellular	thu	289.0	1.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.41	5099.1	no
28.0	blue-collar	married	may	basic.9y	no	no	no	cellular	wed	549.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
53.0	admin.	single	jul	unknown	unknown	no	no	cellular	tue	183.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
52.0	admin.	married	jul	professional.course	no	yes	yes	cellular	tue	139.0	2.0	6.0	1.0	success	-1.7	94.215	-40.3	0.893	4991.6	no
35.0	admin.	single	may	professional.course	unknown	yes	no	telephone	tue	352.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
65.0	technician	married	sep	professional.course	no	no	no	cellular	thu	263.0	1.0	999.0	0.0	nonexistent	-1.1	94.199	-37.5	0.879	4963.6	no
26.0	blue-collar	married	apr	basic.9y	no	yes	no	cellular	thu	77.0	3.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.41	5099.1	no
56.0	blue-collar	divorced	jul	basic.9y	no	yes	yes	cellular	mon	123.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
39.0	housemaid	married	nov	basic.9y	no	yes	no	cellular	fri	150.0	4.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
23.0	admin.	single	jul	high.school	no	yes	no	cellular	mon	34.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
32.0	admin.	single	aug	university.degree	no	no	no	cellular	thu	159.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
35.0	admin.	single	aug	university.degree	no	yes	no	cellular	thu	789.0	1.0	999.0	0.0	nonexistent	-2.9	92.201	-31.4	0.883	5076.2	no
50.0	management	married	jul	university.degree	no	no	no	cellular	thu	650.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
52.0	management	married	may	professional.course	no	unknown	unknown	telephone	fri	135.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.855	5191.0	no
58.0	retired	divorced	may	university.degree	no	yes	no	telephone	mon	83.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
37.0	blue-collar	divorced	nov	professional.course	no	yes	no	cellular	thu	75.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
34.0	admin.	single	nov	university.degree	no	no	no	cellular	thu	169.0	1.0	7.0	2.0	success	-3.4	92.649	-30.1	0.714	5017.5	yes
54.0	technician	married	may	professional.course	no	yes	no	telephone	wed	150.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
60.0	admin.	married	aug	university.degree	no	no	no	cellular	mon	133.0	1.0	999.0	0.0	nonexistent	-2.9	92.201	-31.4	0.861	5076.2	no
30.0	blue-collar	married	jul	basic.9y	no	yes	no	cellular	wed	219.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
34.0	blue-collar	married	apr	basic.9y	no	no	no	cellular	thu	234.0	1.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.41	5099.1	no
30.0	blue-collar	married	jun	high.school	no	yes	no	telephone	mon	32.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
43.0	blue-collar	married	may	basic.9y	unknown	yes	no	telephone	fri	226.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.864	5191.0	no
37.0	blue-collar	married	may	basic.4y	no	yes	no	cellular	wed	164.0	3.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
34.0	technician	married	may	high.school	no	no	no	cellular	mon	347.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.299	5099.1	no
30.0	admin.	married	nov	high.school	no	unknown	unknown	cellular	mon	104.0	1.0	999.0	1.0	failure	-3.4	92.649	-30.1	0.714	5017.5	no
31.0	technician	married	nov	basic.6y	no	yes	no	telephone	thu	51.0	8.0	999.0	1.0	failure	-0.1	93.2	-42.0	4.076	5195.8	no
41.0	services	married	may	high.school	no	yes	no	cellular	wed	314.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	yes
48.0	admin.	married	nov	university.degree	no	no	no	cellular	thu	298.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
21.0	student	single	oct	high.school	no	no	no	cellular	mon	328.0	1.0	999.0	0.0	nonexistent	-3.4	92.431	-26.9	0.739	5017.5	yes
42.0	admin.	married	may	unknown	no	no	no	telephone	tue	221.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
38.0	blue-collar	married	jul	basic.6y	no	yes	no	telephone	wed	226.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
42.0	self-employed	married	may	university.degree	no	yes	no	telephone	mon	1002.0	5.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
40.0	technician	married	may	professional.course	unknown	yes	no	telephone	thu	105.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
33.0	admin.	married	jun	university.degree	no	no	no	telephone	tue	286.0	2.0	999.0	0.0	nonexistent	-1.7	94.055	-39.8	0.761	4991.6	no
37.0	admin.	divorced	may	university.degree	unknown	yes	no	cellular	mon	230.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
37.0	blue-collar	married	may	high.school	unknown	no	no	telephone	tue	26.0	14.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
38.0	blue-collar	single	mar	high.school	no	no	no	cellular	wed	141.0	1.0	999.0	1.0	failure	-1.8	93.369	-34.8	0.655	5008.7	yes
52.0	management	divorced	nov	university.degree	no	no	no	cellular	mon	578.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
44.0	technician	single	aug	professional.course	no	yes	no	cellular	fri	95.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
38.0	technician	single	may	high.school	no	no	no	telephone	wed	152.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
24.0	services	single	jun	high.school	no	yes	no	telephone	wed	453.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
32.0	technician	single	jul	professional.course	no	yes	yes	cellular	thu	234.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	no
32.0	services	married	may	high.school	no	no	no	telephone	tue	162.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
44.0	services	married	jun	unknown	no	no	yes	cellular	mon	151.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	yes
39.0	services	single	nov	university.degree	unknown	yes	no	cellular	thu	43.0	3.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
57.0	blue-collar	married	jul	basic.4y	unknown	yes	no	cellular	fri	153.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
50.0	admin.	married	apr	university.degree	no	yes	no	cellular	fri	160.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.4	5099.1	yes
50.0	services	married	may	basic.4y	unknown	yes	no	telephone	wed	507.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	yes
36.0	management	married	aug	university.degree	unknown	yes	yes	cellular	fri	508.0	4.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
40.0	services	divorced	jun	high.school	no	no	no	telephone	fri	155.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
