instant	cnt	yr	hum	mnth	hr	holiday	weekday	season	weathersit	temp	atemp	windspeed	casual	registered	workingday	dteday
7262.0	7.0	0	0.87	11.0	4.0	0	5.0	4.0	2.0	0.38	0.3939	0.0896	1.0	6.0	1	2011-11-04
7263.0	23.0	0	0.87	11.0	5.0	0	5.0	4.0	2.0	0.38	0.3939	0.0	0.0	23.0	1	2011-11-04
7264.0	66.0	0	0.87	11.0	6.0	0	5.0	4.0	2.0	0.38	0.3939	0.0896	2.0	64.0	1	2011-11-04
7265.0	245.0	0	0.86	11.0	7.0	0	5.0	4.0	2.0	0.4	0.4091	0.2239	10.0	235.0	1	2011-11-04
7266.0	395.0	0	0.87	11.0	8.0	0	5.0	4.0	2.0	0.4	0.4091	0.3582	8.0	387.0	1	2011-11-04
7267.0	254.0	0	0.71	11.0	9.0	0	5.0	4.0	2.0	0.42	0.4242	0.4627	15.0	239.0	1	2011-11-04
7268.0	134.0	0	0.71	11.0	10.0	0	5.0	4.0	2.0	0.42	0.4242	0.3284	19.0	115.0	1	2011-11-04
7269.0	162.0	0	0.67	11.0	11.0	0	5.0	4.0	2.0	0.44	0.4394	0.4478	34.0	128.0	1	2011-11-04
7270.0	197.0	0	0.55	11.0	12.0	0	5.0	4.0	2.0	0.48	0.4697	0.4925	44.0	153.0	1	2011-11-04
7271.0	194.0	0	0.51	11.0	13.0	0	5.0	4.0	1.0	0.44	0.4394	0.4179	33.0	161.0	1	2011-11-04
7272.0	201.0	0	0.47	11.0	14.0	0	5.0	4.0	1.0	0.44	0.4394	0.2985	54.0	147.0	1	2011-11-04
7273.0	237.0	0	0.44	11.0	15.0	0	5.0	4.0	1.0	0.46	0.4545	0.3881	45.0	192.0	1	2011-11-04
7274.0	290.0	0	0.36	11.0	16.0	0	5.0	4.0	1.0	0.46	0.4545	0.3881	53.0	237.0	1	2011-11-04
7275.0	480.0	0	0.38	11.0	17.0	0	5.0	4.0	1.0	0.42	0.4242	0.3582	42.0	438.0	1	2011-11-04
7276.0	374.0	0	0.32	11.0	18.0	0	5.0	4.0	1.0	0.42	0.4242	0.4627	35.0	339.0	1	2011-11-04
7277.0	196.0	0	0.37	11.0	19.0	0	5.0	4.0	1.0	0.4	0.4091	0.3582	14.0	182.0	1	2011-11-04
7278.0	186.0	0	0.43	11.0	20.0	0	5.0	4.0	1.0	0.36	0.3333	0.2836	15.0	171.0	1	2011-11-04
7279.0	123.0	0	0.46	11.0	21.0	0	5.0	4.0	1.0	0.34	0.3182	0.2537	8.0	115.0	1	2011-11-04
7280.0	115.0	0	0.46	11.0	22.0	0	5.0	4.0	1.0	0.34	0.303	0.3284	6.0	109.0	1	2011-11-04
7281.0	89.0	0	0.49	11.0	23.0	0	5.0	4.0	1.0	0.32	0.303	0.3284	17.0	72.0	1	2011-11-04
7282.0	52.0	0	0.45	11.0	0.0	0	6.0	4.0	1.0	0.32	0.2879	0.3582	4.0	48.0	0	2011-11-05
7283.0	62.0	0	0.45	11.0	1.0	0	6.0	4.0	1.0	0.32	0.303	0.2985	5.0	57.0	0	2011-11-05
7284.0	31.0	0	0.52	11.0	2.0	0	6.0	4.0	1.0	0.3	0.2727	0.3284	7.0	24.0	0	2011-11-05
7285.0	8.0	0	0.52	11.0	3.0	0	6.0	4.0	1.0	0.3	0.2727	0.2985	0.0	8.0	0	2011-11-05
7286.0	8.0	0	0.56	11.0	4.0	0	6.0	4.0	1.0	0.28	0.2576	0.3284	3.0	5.0	0	2011-11-05
7287.0	2.0	0	0.6	11.0	5.0	0	6.0	4.0	1.0	0.26	0.2273	0.3284	0.0	2.0	0	2011-11-05
7288.0	23.0	0	0.6	11.0	6.0	0	6.0	4.0	1.0	0.26	0.2424	0.2537	3.0	20.0	0	2011-11-05
7289.0	34.0	0	0.6	11.0	7.0	0	6.0	4.0	1.0	0.26	0.2424	0.2836	3.0	31.0	0	2011-11-05
7290.0	84.0	0	0.56	11.0	8.0	0	6.0	4.0	1.0	0.28	0.2576	0.3284	4.0	80.0	0	2011-11-05
7291.0	141.0	0	0.56	11.0	9.0	0	6.0	4.0	1.0	0.3	0.2727	0.2985	30.0	111.0	0	2011-11-05
7292.0	227.0	0	0.53	11.0	10.0	0	6.0	4.0	1.0	0.32	0.303	0.2537	56.0	171.0	0	2011-11-05
7293.0	238.0	0	0.46	11.0	11.0	0	6.0	4.0	1.0	0.36	0.3636	0.1045	69.0	169.0	0	2011-11-05
7294.0	372.0	0	0.46	11.0	12.0	0	6.0	4.0	1.0	0.36	0.3485	0.1642	137.0	235.0	0	2011-11-05
7295.0	355.0	0	0.37	11.0	13.0	0	6.0	4.0	1.0	0.4	0.4091	0.1045	148.0	207.0	0	2011-11-05
7296.0	386.0	0	0.35	11.0	14.0	0	6.0	4.0	1.0	0.42	0.4242	0.1343	159.0	227.0	0	2011-11-05
7297.0	343.0	0	0.37	11.0	15.0	0	6.0	4.0	1.0	0.4	0.4091	0.194	141.0	202.0	0	2011-11-05
7298.0	335.0	0	0.4	11.0	16.0	0	6.0	4.0	1.0	0.4	0.4091	0.2239	128.0	207.0	0	2011-11-05
7299.0	334.0	0	0.4	11.0	17.0	0	6.0	4.0	1.0	0.38	0.3939	0.1642	100.0	234.0	0	2011-11-05
7300.0	237.0	0	0.5	11.0	18.0	0	6.0	4.0	1.0	0.36	0.3636	0.0896	52.0	185.0	0	2011-11-05
7301.0	204.0	0	0.53	11.0	19.0	0	6.0	4.0	1.0	0.34	0.3636	0.0	45.0	159.0	0	2011-11-05
7302.0	165.0	0	0.66	11.0	20.0	0	6.0	4.0	1.0	0.32	0.3485	0.0	29.0	136.0	0	2011-11-05
7303.0	118.0	0	0.66	11.0	21.0	0	6.0	4.0	1.0	0.32	0.3485	0.0	19.0	99.0	0	2011-11-05
7304.0	82.0	0	0.65	11.0	22.0	0	6.0	4.0	1.0	0.3	0.3333	0.0	10.0	72.0	0	2011-11-05
7305.0	85.0	0	0.7	11.0	23.0	0	6.0	4.0	1.0	0.28	0.3182	0.0	4.0	81.0	0	2011-11-05
7306.0	75.0	0	0.75	11.0	0.0	0	0.0	4.0	1.0	0.28	0.3182	0.0	10.0	65.0	0	2011-11-06
7307.0	115.0	0	0.81	11.0	1.0	0	0.0	4.0	1.0	0.26	0.303	0.0	11.0	104.0	0	2011-11-06
7308.0	29.0	0	0.81	11.0	2.0	0	0.0	4.0	1.0	0.26	0.303	0.0	6.0	23.0	0	2011-11-06
7309.0	9.0	0	0.87	11.0	3.0	0	0.0	4.0	1.0	0.24	0.2879	0.0	5.0	4.0	0	2011-11-06
7310.0	6.0	0	0.87	11.0	4.0	0	0.0	4.0	1.0	0.24	0.2879	0.0	0.0	6.0	0	2011-11-06
7311.0	5.0	0	0.87	11.0	5.0	0	0.0	4.0	1.0	0.24	0.2424	0.1343	0.0	5.0	0	2011-11-06
7312.0	16.0	0	0.81	11.0	6.0	0	0.0	4.0	1.0	0.26	0.2879	0.0896	5.0	11.0	0	2011-11-06
7313.0	28.0	0	0.87	11.0	7.0	0	0.0	4.0	1.0	0.26	0.2727	0.1045	4.0	24.0	0	2011-11-06
7314.0	90.0	0	0.87	11.0	8.0	0	0.0	4.0	2.0	0.28	0.303	0.0896	19.0	71.0	0	2011-11-06
7315.0	170.0	0	0.75	11.0	9.0	0	0.0	4.0	2.0	0.3	0.3182	0.0896	36.0	134.0	0	2011-11-06
7316.0	262.0	0	0.66	11.0	10.0	0	0.0	4.0	1.0	0.36	0.3636	0.0896	76.0	186.0	0	2011-11-06
7317.0	320.0	0	0.58	11.0	11.0	0	0.0	4.0	1.0	0.42	0.4242	0.0896	104.0	216.0	0	2011-11-06
7318.0	346.0	0	0.54	11.0	12.0	0	0.0	4.0	1.0	0.44	0.4394	0.0	120.0	226.0	0	2011-11-06
7319.0	314.0	0	0.51	11.0	13.0	0	0.0	4.0	1.0	0.46	0.4545	0.1642	105.0	209.0	0	2011-11-06
7320.0	320.0	0	0.55	11.0	14.0	0	0.0	4.0	1.0	0.46	0.4545	0.194	101.0	219.0	0	2011-11-06
7321.0	306.0	0	0.51	11.0	15.0	0	0.0	4.0	1.0	0.48	0.4697	0.194	96.0	210.0	0	2011-11-06
7322.0	347.0	0	0.55	11.0	16.0	0	0.0	4.0	1.0	0.46	0.4545	0.2239	84.0	263.0	0	2011-11-06
7323.0	256.0	0	0.62	11.0	17.0	0	0.0	4.0	1.0	0.44	0.4394	0.1642	71.0	185.0	0	2011-11-06
7324.0	185.0	0	0.71	11.0	18.0	0	0.0	4.0	1.0	0.42	0.4242	0.1045	39.0	146.0	0	2011-11-06
7325.0	151.0	0	0.76	11.0	19.0	0	0.0	4.0	1.0	0.38	0.3939	0.194	21.0	130.0	0	2011-11-06
7326.0	116.0	0	0.81	11.0	20.0	0	0.0	4.0	1.0	0.36	0.3636	0.1045	16.0	100.0	0	2011-11-06
7327.0	88.0	0	0.81	11.0	21.0	0	0.0	4.0	1.0	0.36	0.3636	0.0896	11.0	77.0	0	2011-11-06
7328.0	45.0	0	0.87	11.0	22.0	0	0.0	4.0	1.0	0.36	0.3788	0.0	5.0	40.0	0	2011-11-06
7329.0	50.0	0	0.87	11.0	23.0	0	0.0	4.0	1.0	0.34	0.3485	0.0896	7.0	43.0	0	2011-11-06
7330.0	15.0	0	0.87	11.0	0.0	0	1.0	4.0	1.0	0.34	0.3636	0.0	1.0	14.0	1	2011-11-07
7331.0	8.0	0	0.87	11.0	1.0	0	1.0	4.0	1.0	0.34	0.3636	0.0	2.0	6.0	1	2011-11-07
7332.0	2.0	0	0.93	11.0	2.0	0	1.0	4.0	1.0	0.32	0.3485	0.0	0.0	2.0	1	2011-11-07
7333.0	3.0	0	0.93	11.0	3.0	0	1.0	4.0	1.0	0.32	0.3485	0.0	0.0	3.0	1	2011-11-07
7334.0	6.0	0	0.93	11.0	4.0	0	1.0	4.0	1.0	0.32	0.3485	0.0	2.0	4.0	1	2011-11-07
7335.0	26.0	0	0.93	11.0	5.0	0	1.0	4.0	1.0	0.3	0.3333	0.0	1.0	25.0	1	2011-11-07
7336.0	99.0	0	0.93	11.0	6.0	0	1.0	4.0	2.0	0.28	0.3182	0.0	2.0	97.0	1	2011-11-07
7337.0	311.0	0	0.93	11.0	7.0	0	1.0	4.0	2.0	0.28	0.3182	0.0	6.0	305.0	1	2011-11-07
7338.0	410.0	0	1.0	11.0	8.0	0	1.0	4.0	2.0	0.3	0.3182	0.0896	13.0	397.0	1	2011-11-07
7339.0	174.0	0	1.0	11.0	9.0	0	1.0	4.0	2.0	0.34	0.3333	0.1343	18.0	156.0	1	2011-11-07
7340.0	123.0	0	0.93	11.0	10.0	0	1.0	4.0	1.0	0.36	0.3485	0.1343	28.0	95.0	1	2011-11-07
7341.0	128.0	0	0.77	11.0	11.0	0	1.0	4.0	1.0	0.42	0.4242	0.1045	28.0	100.0	1	2011-11-07
7342.0	179.0	0	0.67	11.0	12.0	0	1.0	4.0	1.0	0.46	0.4545	0.0	21.0	158.0	1	2011-11-07
7343.0	189.0	0	0.49	11.0	13.0	0	1.0	4.0	1.0	0.54	0.5152	0.0896	32.0	157.0	1	2011-11-07
7344.0	145.0	0	0.37	11.0	14.0	0	1.0	4.0	1.0	0.56	0.5303	0.1642	30.0	115.0	1	2011-11-07
7345.0	170.0	0	0.37	11.0	15.0	0	1.0	4.0	1.0	0.56	0.5303	0.1045	38.0	132.0	1	2011-11-07
7346.0	295.0	0	0.45	11.0	16.0	0	1.0	4.0	1.0	0.52	0.5	0.0	40.0	255.0	1	2011-11-07
7347.0	528.0	0	0.45	11.0	17.0	0	1.0	4.0	1.0	0.5	0.4848	0.1642	39.0	489.0	1	2011-11-07
7348.0	425.0	0	0.59	11.0	18.0	0	1.0	4.0	1.0	0.46	0.4545	0.1045	18.0	407.0	1	2011-11-07
7349.0	300.0	0	0.59	11.0	19.0	0	1.0	4.0	1.0	0.46	0.4545	0.0	20.0	280.0	1	2011-11-07
7350.0	204.0	0	0.71	11.0	20.0	0	1.0	4.0	1.0	0.4	0.4091	0.0	17.0	187.0	1	2011-11-07
7351.0	139.0	0	0.82	11.0	21.0	0	1.0	4.0	1.0	0.38	0.3939	0.1045	10.0	129.0	1	2011-11-07
7352.0	108.0	0	0.81	11.0	22.0	0	1.0	4.0	1.0	0.36	0.3636	0.0896	6.0	102.0	1	2011-11-07
7353.0	48.0	0	0.87	11.0	23.0	0	1.0	4.0	1.0	0.36	0.3636	0.0896	1.0	47.0	1	2011-11-07
7354.0	18.0	0	0.87	11.0	0.0	0	2.0	4.0	1.0	0.34	0.3485	0.0896	0.0	18.0	1	2011-11-08
7355.0	11.0	0	0.93	11.0	1.0	0	2.0	4.0	1.0	0.32	0.3333	0.1045	3.0	8.0	1	2011-11-08
7356.0	1.0	0	0.87	11.0	2.0	0	2.0	4.0	1.0	0.32	0.3485	0.0	0.0	1.0	1	2011-11-08
7357.0	3.0	0	0.87	11.0	3.0	0	2.0	4.0	1.0	0.32	0.3485	0.0	0.0	3.0	1	2011-11-08
7358.0	4.0	0	0.87	11.0	4.0	0	2.0	4.0	1.0	0.3	0.3333	0.0	0.0	4.0	1	2011-11-08
7359.0	18.0	0	0.87	11.0	5.0	0	2.0	4.0	1.0	0.3	0.3182	0.0896	1.0	17.0	1	2011-11-08
7360.0	99.0	0	0.87	11.0	6.0	0	2.0	4.0	1.0	0.3	0.3333	0.0	3.0	96.0	1	2011-11-08
7361.0	323.0	0	0.87	11.0	7.0	0	2.0	4.0	1.0	0.3	0.3182	0.1045	7.0	316.0	1	2011-11-08
7362.0	466.0	0	0.93	11.0	8.0	0	2.0	4.0	1.0	0.32	0.3333	0.1045	11.0	455.0	1	2011-11-08
7363.0	191.0	0	0.87	11.0	9.0	0	2.0	4.0	1.0	0.36	0.3788	0.0	14.0	177.0	1	2011-11-08
7364.0	129.0	0	0.71	11.0	10.0	0	2.0	4.0	1.0	0.42	0.4242	0.0896	25.0	104.0	1	2011-11-08
7365.0	147.0	0	0.63	11.0	11.0	0	2.0	4.0	1.0	0.46	0.4545	0.1343	21.0	126.0	1	2011-11-08
7366.0	203.0	0	0.52	11.0	12.0	0	2.0	4.0	1.0	0.52	0.5	0.1343	28.0	175.0	1	2011-11-08
7367.0	196.0	0	0.49	11.0	13.0	0	2.0	4.0	1.0	0.54	0.5152	0.1642	31.0	165.0	1	2011-11-08
7368.0	161.0	0	0.46	11.0	14.0	0	2.0	4.0	1.0	0.56	0.5303	0.1045	32.0	129.0	1	2011-11-08
7369.0	188.0	0	0.46	11.0	15.0	0	2.0	4.0	1.0	0.58	0.5455	0.1045	33.0	155.0	1	2011-11-08
7370.0	289.0	0	0.46	11.0	16.0	0	2.0	4.0	1.0	0.56	0.5303	0.1343	39.0	250.0	1	2011-11-08
7371.0	499.0	0	0.43	11.0	17.0	0	2.0	4.0	1.0	0.52	0.5	0.1642	40.0	459.0	1	2011-11-08
7372.0	462.0	0	0.55	11.0	18.0	0	2.0	4.0	1.0	0.48	0.4697	0.1343	30.0	432.0	1	2011-11-08
7373.0	278.0	0	0.59	11.0	19.0	0	2.0	4.0	1.0	0.46	0.4545	0.0	14.0	264.0	1	2011-11-08
7374.0	181.0	0	0.76	11.0	20.0	0	2.0	4.0	1.0	0.4	0.4091	0.0	12.0	169.0	1	2011-11-08
7375.0	182.0	0	0.76	11.0	21.0	0	2.0	4.0	1.0	0.4	0.4091	0.0	16.0	166.0	1	2011-11-08
7376.0	108.0	0	0.87	11.0	22.0	0	2.0	4.0	1.0	0.36	0.3788	0.0	13.0	95.0	1	2011-11-08
7377.0	48.0	0	0.81	11.0	23.0	0	2.0	4.0	1.0	0.36	0.3788	0.0	3.0	45.0	1	2011-11-08
7378.0	13.0	0	0.87	11.0	0.0	0	3.0	4.0	1.0	0.36	0.3788	0.0	0.0	13.0	1	2011-11-09
7379.0	10.0	0	0.87	11.0	1.0	0	3.0	4.0	1.0	0.34	0.3636	0.0	0.0	10.0	1	2011-11-09
7380.0	5.0	0	0.93	11.0	2.0	0	3.0	4.0	1.0	0.32	0.3485	0.0	0.0	5.0	1	2011-11-09
7381.0	4.0	0	0.93	11.0	3.0	0	3.0	4.0	1.0	0.32	0.3485	0.0	0.0	4.0	1	2011-11-09
7382.0	4.0	0	0.87	11.0	4.0	0	3.0	4.0	1.0	0.32	0.3485	0.0	0.0	4.0	1	2011-11-09
7383.0	28.0	0	0.87	11.0	5.0	0	3.0	4.0	1.0	0.3	0.3333	0.0	0.0	28.0	1	2011-11-09
7384.0	98.0	0	0.87	11.0	6.0	0	3.0	4.0	1.0	0.3	0.3333	0.0	0.0	98.0	1	2011-11-09
7385.0	300.0	0	0.87	11.0	7.0	0	3.0	4.0	1.0	0.3	0.3333	0.0	0.0	300.0	1	2011-11-09
7386.0	456.0	0	0.93	11.0	8.0	0	3.0	4.0	1.0	0.32	0.3485	0.0	19.0	437.0	1	2011-11-09
7387.0	219.0	0	0.93	11.0	9.0	0	3.0	4.0	1.0	0.34	0.3636	0.0	22.0	197.0	1	2011-11-09
7388.0	105.0	0	0.76	11.0	10.0	0	3.0	4.0	1.0	0.4	0.4091	0.1045	16.0	89.0	1	2011-11-09
7389.0	152.0	0	0.67	11.0	11.0	0	3.0	4.0	1.0	0.46	0.4545	0.1642	21.0	131.0	1	2011-11-09
7390.0	180.0	0	0.51	11.0	12.0	0	3.0	4.0	1.0	0.5	0.4848	0.1642	24.0	156.0	1	2011-11-09
7391.0	167.0	0	0.51	11.0	13.0	0	3.0	4.0	1.0	0.5	0.4848	0.1642	31.0	136.0	1	2011-11-09
7392.0	179.0	0	0.48	11.0	14.0	0	3.0	4.0	1.0	0.52	0.5	0.1642	26.0	153.0	1	2011-11-09
7393.0	151.0	0	0.45	11.0	15.0	0	3.0	4.0	1.0	0.52	0.5	0.2239	21.0	130.0	1	2011-11-09
7394.0	281.0	0	0.48	11.0	16.0	0	3.0	4.0	1.0	0.52	0.5	0.194	24.0	257.0	1	2011-11-09
7395.0	485.0	0	0.63	11.0	17.0	0	3.0	4.0	1.0	0.46	0.4545	0.1045	27.0	458.0	1	2011-11-09
7396.0	408.0	0	0.67	11.0	18.0	0	3.0	4.0	1.0	0.44	0.4394	0.1045	21.0	387.0	1	2011-11-09
7397.0	304.0	0	0.72	11.0	19.0	0	3.0	4.0	1.0	0.44	0.4394	0.1045	12.0	292.0	1	2011-11-09
7398.0	219.0	0	0.77	11.0	20.0	0	3.0	4.0	1.0	0.44	0.4394	0.0	18.0	201.0	1	2011-11-09
7399.0	161.0	0	0.87	11.0	21.0	0	3.0	4.0	1.0	0.4	0.4091	0.0	9.0	152.0	1	2011-11-09
7400.0	114.0	0	0.87	11.0	22.0	0	3.0	4.0	1.0	0.4	0.4091	0.0	9.0	105.0	1	2011-11-09
7401.0	66.0	0	0.87	11.0	23.0	0	3.0	4.0	1.0	0.38	0.3939	0.0	5.0	61.0	1	2011-11-09
7402.0	24.0	0	0.87	11.0	0.0	0	4.0	4.0	1.0	0.4	0.4091	0.0	0.0	24.0	1	2011-11-10
7403.0	11.0	0	0.87	11.0	1.0	0	4.0	4.0	2.0	0.4	0.4091	0.0	1.0	10.0	1	2011-11-10
7404.0	5.0	0	0.94	11.0	2.0	0	4.0	4.0	2.0	0.38	0.3939	0.0	0.0	5.0	1	2011-11-10
7405.0	11.0	0	0.94	11.0	3.0	0	4.0	4.0	1.0	0.38	0.3939	0.0896	0.0	11.0	1	2011-11-10
7406.0	3.0	0	0.94	11.0	4.0	0	4.0	4.0	1.0	0.38	0.3939	0.0896	1.0	2.0	1	2011-11-10
7407.0	23.0	0	1.0	11.0	5.0	0	4.0	4.0	2.0	0.36	0.3485	0.1343	1.0	22.0	1	2011-11-10
7408.0	114.0	0	1.0	11.0	6.0	0	4.0	4.0	2.0	0.36	0.3485	0.1343	4.0	110.0	1	2011-11-10
7409.0	272.0	0	0.94	11.0	7.0	0	4.0	4.0	2.0	0.38	0.3939	0.1642	6.0	266.0	1	2011-11-10
7410.0	436.0	0	0.94	11.0	8.0	0	4.0	4.0	2.0	0.4	0.4091	0.0896	18.0	418.0	1	2011-11-10
7411.0	211.0	0	0.94	11.0	9.0	0	4.0	4.0	2.0	0.42	0.4242	0.1045	23.0	188.0	1	2011-11-10
7412.0	117.0	0	0.88	11.0	10.0	0	4.0	4.0	2.0	0.44	0.4394	0.2239	17.0	100.0	1	2011-11-10
7413.0	108.0	0	0.67	11.0	11.0	0	4.0	4.0	2.0	0.46	0.4545	0.3881	9.0	99.0	1	2011-11-10
7414.0	167.0	0	0.67	11.0	12.0	0	4.0	4.0	2.0	0.42	0.4242	0.3582	18.0	149.0	1	2011-11-10
7415.0	96.0	0	0.81	11.0	13.0	0	4.0	4.0	3.0	0.36	0.3333	0.3582	9.0	87.0	1	2011-11-10
7416.0	64.0	0	0.87	11.0	14.0	0	4.0	4.0	3.0	0.36	0.3333	0.2836	6.0	58.0	1	2011-11-10
7417.0	62.0	0	0.81	11.0	15.0	0	4.0	4.0	3.0	0.36	0.3333	0.2985	5.0	57.0	1	2011-11-10
7418.0	73.0	0	0.81	11.0	16.0	0	4.0	4.0	3.0	0.36	0.3485	0.2239	6.0	67.0	1	2011-11-10
7419.0	177.0	0	0.81	11.0	17.0	0	4.0	4.0	3.0	0.36	0.3485	0.2239	9.0	168.0	1	2011-11-10
7420.0	273.0	0	0.81	11.0	18.0	0	4.0	4.0	2.0	0.36	0.3485	0.1642	10.0	263.0	1	2011-11-10
7421.0	211.0	0	0.71	11.0	19.0	0	4.0	4.0	2.0	0.36	0.3485	0.2239	19.0	192.0	1	2011-11-10
7422.0	168.0	0	0.62	11.0	20.0	0	4.0	4.0	2.0	0.36	0.3333	0.2836	8.0	160.0	1	2011-11-10
7423.0	136.0	0	0.57	11.0	21.0	0	4.0	4.0	1.0	0.36	0.3333	0.2537	6.0	130.0	1	2011-11-10
7424.0	89.0	0	0.53	11.0	22.0	0	4.0	4.0	1.0	0.36	0.3333	0.2836	5.0	84.0	1	2011-11-10
7425.0	82.0	0	0.57	11.0	23.0	0	4.0	4.0	2.0	0.34	0.3333	0.1642	9.0	73.0	1	2011-11-10
7426.0	66.0	0	0.53	11.0	0.0	1	5.0	4.0	1.0	0.34	0.3182	0.2537	10.0	56.0	0	2011-11-11
7427.0	19.0	0	0.57	11.0	1.0	1	5.0	4.0	1.0	0.32	0.303	0.3284	3.0	16.0	0	2011-11-11
7428.0	11.0	0	0.57	11.0	2.0	1	5.0	4.0	1.0	0.32	0.2879	0.2836	1.0	10.0	0	2011-11-11
7429.0	6.0	0	0.61	11.0	3.0	1	5.0	4.0	1.0	0.3	0.2879	0.194	0.0	6.0	0	2011-11-11
7430.0	8.0	0	0.61	11.0	4.0	1	5.0	4.0	1.0	0.3	0.2879	0.194	0.0	8.0	0	2011-11-11
7431.0	13.0	0	0.49	11.0	5.0	1	5.0	4.0	1.0	0.3	0.2879	0.2537	0.0	13.0	0	2011-11-11
7432.0	46.0	0	0.45	11.0	6.0	1	5.0	4.0	1.0	0.28	0.2576	0.3284	0.0	46.0	0	2011-11-11
7433.0	121.0	0	0.45	11.0	7.0	1	5.0	4.0	1.0	0.28	0.2727	0.2537	5.0	116.0	0	2011-11-11
7434.0	258.0	0	0.42	11.0	8.0	1	5.0	4.0	1.0	0.3	0.2727	0.3582	9.0	249.0	0	2011-11-11
7435.0	201.0	0	0.45	11.0	9.0	1	5.0	4.0	1.0	0.32	0.2879	0.4478	15.0	186.0	0	2011-11-11
7436.0	200.0	0	0.42	11.0	10.0	1	5.0	4.0	1.0	0.32	0.2727	0.5522	38.0	162.0	0	2011-11-11
7437.0	170.0	0	0.42	11.0	11.0	1	5.0	4.0	1.0	0.34	0.2879	0.4925	20.0	150.0	0	2011-11-11
7438.0	239.0	0	0.42	11.0	12.0	1	5.0	4.0	1.0	0.34	0.2879	0.4627	41.0	198.0	0	2011-11-11
7439.0	236.0	0	0.37	11.0	13.0	1	5.0	4.0	1.0	0.38	0.3939	0.5522	57.0	179.0	0	2011-11-11
7440.0	247.0	0	0.37	11.0	14.0	1	5.0	4.0	1.0	0.38	0.3939	0.4627	64.0	183.0	0	2011-11-11
7441.0	216.0	0	0.37	11.0	15.0	1	5.0	4.0	1.0	0.36	0.3333	0.4179	29.0	187.0	0	2011-11-11
7442.0	238.0	0	0.34	11.0	16.0	1	5.0	4.0	1.0	0.36	0.3333	0.3284	49.0	189.0	0	2011-11-11
7443.0	310.0	0	0.39	11.0	17.0	1	5.0	4.0	1.0	0.34	0.303	0.3284	24.0	286.0	0	2011-11-11
7444.0	208.0	0	0.39	11.0	18.0	1	5.0	4.0	1.0	0.34	0.3182	0.2537	23.0	185.0	0	2011-11-11
7445.0	199.0	0	0.39	11.0	19.0	1	5.0	4.0	1.0	0.32	0.3182	0.1642	17.0	182.0	0	2011-11-11
7446.0	109.0	0	0.39	11.0	20.0	1	5.0	4.0	1.0	0.32	0.3182	0.194	12.0	97.0	0	2011-11-11
7447.0	83.0	0	0.45	11.0	21.0	1	5.0	4.0	1.0	0.3	0.303	0.1642	4.0	79.0	0	2011-11-11
7448.0	91.0	0	0.39	11.0	22.0	1	5.0	4.0	1.0	0.32	0.3182	0.194	13.0	78.0	0	2011-11-11
7449.0	73.0	0	0.45	11.0	23.0	1	5.0	4.0	1.0	0.3	0.3182	0.0896	6.0	67.0	0	2011-11-11
7450.0	64.0	0	0.6	11.0	0.0	0	6.0	4.0	1.0	0.24	0.2424	0.1343	12.0	52.0	0	2011-11-12
7451.0	54.0	0	0.6	11.0	1.0	0	6.0	4.0	1.0	0.24	0.2424	0.1343	9.0	45.0	0	2011-11-12
7452.0	46.0	0	0.65	11.0	2.0	0	6.0	4.0	1.0	0.24	0.2576	0.0896	7.0	39.0	0	2011-11-12
7453.0	17.0	0	0.7	11.0	3.0	0	6.0	4.0	1.0	0.24	0.2424	0.1343	4.0	13.0	0	2011-11-12
7454.0	7.0	0	0.8	11.0	4.0	0	6.0	4.0	1.0	0.2	0.2121	0.1343	0.0	7.0	0	2011-11-12
7455.0	4.0	0	0.75	11.0	5.0	0	6.0	4.0	1.0	0.22	0.2576	0.0896	1.0	3.0	0	2011-11-12
7456.0	7.0	0	0.75	11.0	6.0	0	6.0	4.0	1.0	0.22	0.2273	0.1642	0.0	7.0	0	2011-11-12
7457.0	27.0	0	0.75	11.0	7.0	0	6.0	4.0	1.0	0.22	0.2273	0.194	3.0	24.0	0	2011-11-12
7458.0	101.0	0	0.7	11.0	8.0	0	6.0	4.0	1.0	0.26	0.2576	0.194	14.0	87.0	0	2011-11-12
7459.0	160.0	0	0.61	11.0	9.0	0	6.0	4.0	1.0	0.3	0.303	0.1642	18.0	142.0	0	2011-11-12
7460.0	232.0	0	0.61	11.0	10.0	0	6.0	4.0	1.0	0.34	0.3182	0.2836	62.0	170.0	0	2011-11-12
7461.0	315.0	0	0.54	11.0	11.0	0	6.0	4.0	1.0	0.38	0.3939	0.2836	102.0	213.0	0	2011-11-12
7462.0	366.0	0	0.44	11.0	12.0	0	6.0	4.0	1.0	0.44	0.4394	0.2836	142.0	224.0	0	2011-11-12
7463.0	353.0	0	0.36	11.0	13.0	0	6.0	4.0	1.0	0.48	0.4697	0.2836	128.0	225.0	0	2011-11-12
7464.0	435.0	0	0.36	11.0	14.0	0	6.0	4.0	1.0	0.5	0.4848	0.2985	191.0	244.0	0	2011-11-12
7465.0	386.0	0	0.29	11.0	15.0	0	6.0	4.0	1.0	0.52	0.5	0.2836	165.0	221.0	0	2011-11-12
7466.0	361.0	0	0.32	11.0	16.0	0	6.0	4.0	1.0	0.52	0.5	0.2537	137.0	224.0	0	2011-11-12
7467.0	285.0	0	0.34	11.0	17.0	0	6.0	4.0	1.0	0.5	0.4848	0.2537	92.0	193.0	0	2011-11-12
