instant	cnt	yr	hum	mnth	holiday	weekday	season	weathersit	temp	atemp	windspeed	casual	registered	workingday	dteday
415.0	2689.0	1	0.515833	2.0	0	0.0	1.0	2.0	0.28	0.265788	0.253112	618.0	2071.0	0	2012-02-19
416.0	3129.0	1	0.507826	2.0	1	1.0	1.0	1.0	0.28	0.273391	0.229083	502.0	2627.0	0	2012-02-20
417.0	3777.0	1	0.594348	2.0	0	2.0	1.0	1.0	0.287826	0.295113	0.205717	163.0	3614.0	1	2012-02-21
418.0	4773.0	1	0.567917	2.0	0	3.0	1.0	1.0	0.395833	0.392667	0.234471	394.0	4379.0	1	2012-02-22
419.0	5062.0	1	0.554583	2.0	0	4.0	1.0	1.0	0.454167	0.444446	0.190913	516.0	4546.0	1	2012-02-23
420.0	3487.0	1	0.7375	2.0	0	5.0	1.0	2.0	0.4075	0.410971	0.237567	246.0	3241.0	1	2012-02-24
421.0	2732.0	1	0.395833	2.0	0	6.0	1.0	1.0	0.290833	0.255675	0.421642	317.0	2415.0	0	2012-02-25
422.0	3389.0	1	0.41	2.0	0	0.0	1.0	1.0	0.279167	0.268308	0.205229	515.0	2874.0	0	2012-02-26
423.0	4322.0	1	0.490833	2.0	0	1.0	1.0	1.0	0.366667	0.357954	0.268033	253.0	4069.0	1	2012-02-27
424.0	4363.0	1	0.395833	2.0	0	2.0	1.0	1.0	0.359167	0.353525	0.193417	229.0	4134.0	1	2012-02-28
425.0	1834.0	1	0.804783	2.0	0	3.0	1.0	2.0	0.344348	0.34847	0.179117	65.0	1769.0	1	2012-02-29
426.0	4990.0	1	0.615417	3.0	0	4.0	1.0	1.0	0.485833	0.475371	0.226987	325.0	4665.0	1	2012-03-01
427.0	3194.0	1	0.657083	3.0	0	5.0	1.0	2.0	0.353333	0.359842	0.144904	246.0	2948.0	1	2012-03-02
428.0	4066.0	1	0.62125	3.0	0	6.0	1.0	2.0	0.414167	0.413492	0.161079	956.0	3110.0	0	2012-03-03
429.0	3423.0	1	0.403333	3.0	0	0.0	1.0	1.0	0.325833	0.303021	0.334571	710.0	2713.0	0	2012-03-04
430.0	3333.0	1	0.50625	3.0	0	1.0	1.0	1.0	0.243333	0.241171	0.228858	203.0	3130.0	1	2012-03-05
431.0	3956.0	1	0.456667	3.0	0	2.0	1.0	1.0	0.258333	0.255042	0.200875	221.0	3735.0	1	2012-03-06
432.0	4916.0	1	0.513333	3.0	0	3.0	1.0	1.0	0.404167	0.3851	0.345779	432.0	4484.0	1	2012-03-07
433.0	5382.0	1	0.5675	3.0	0	4.0	1.0	1.0	0.5275	0.524604	0.441563	486.0	4896.0	1	2012-03-08
434.0	4569.0	1	0.407083	3.0	0	5.0	1.0	2.0	0.410833	0.397083	0.4148	447.0	4122.0	1	2012-03-09
435.0	4118.0	1	0.350417	3.0	0	6.0	1.0	1.0	0.2875	0.277767	0.22575	968.0	3150.0	0	2012-03-10
436.0	4911.0	1	0.476957	3.0	0	0.0	1.0	1.0	0.361739	0.35967	0.222587	1658.0	3253.0	0	2012-03-11
437.0	5298.0	1	0.489167	3.0	0	1.0	1.0	1.0	0.466667	0.459592	0.207713	838.0	4460.0	1	2012-03-12
438.0	5847.0	1	0.6175	3.0	0	2.0	1.0	1.0	0.565	0.542929	0.23695	762.0	5085.0	1	2012-03-13
439.0	6312.0	1	0.507083	3.0	0	3.0	1.0	1.0	0.5725	0.548617	0.115062	997.0	5315.0	1	2012-03-14
440.0	6192.0	1	0.579583	3.0	0	4.0	1.0	1.0	0.5575	0.532825	0.149883	1005.0	5187.0	1	2012-03-15
441.0	4378.0	1	0.842083	3.0	0	5.0	1.0	2.0	0.435833	0.436229	0.113192	548.0	3830.0	1	2012-03-16
442.0	7836.0	1	0.755833	3.0	0	6.0	1.0	2.0	0.514167	0.505046	0.110704	3155.0	4681.0	0	2012-03-17
443.0	5892.0	1	0.81	3.0	0	0.0	1.0	2.0	0.4725	0.464	0.126883	2207.0	3685.0	0	2012-03-18
444.0	6153.0	1	0.72875	3.0	0	1.0	1.0	1.0	0.545	0.532821	0.162317	982.0	5171.0	1	2012-03-19
445.0	6093.0	1	0.807917	3.0	0	2.0	1.0	1.0	0.560833	0.538533	0.121271	1051.0	5042.0	1	2012-03-20
446.0	6230.0	1	0.82125	3.0	0	3.0	2.0	2.0	0.531667	0.513258	0.0895583	1122.0	5108.0	1	2012-03-21
447.0	6871.0	1	0.83125	3.0	0	4.0	2.0	1.0	0.554167	0.531567	0.117562	1334.0	5537.0	1	2012-03-22
448.0	8362.0	1	0.694167	3.0	0	5.0	2.0	2.0	0.601667	0.570067	0.1163	2469.0	5893.0	1	2012-03-23
449.0	3372.0	1	0.885417	3.0	0	6.0	2.0	2.0	0.5025	0.486733	0.192783	1033.0	2339.0	0	2012-03-24
450.0	4996.0	1	0.880833	3.0	0	0.0	2.0	2.0	0.4375	0.437488	0.220775	1532.0	3464.0	0	2012-03-25
451.0	5558.0	1	0.477917	3.0	0	1.0	2.0	1.0	0.445833	0.43875	0.386821	795.0	4763.0	1	2012-03-26
452.0	5102.0	1	0.29	3.0	0	2.0	2.0	1.0	0.323333	0.315654	0.187192	531.0	4571.0	1	2012-03-27
453.0	5698.0	1	0.48125	3.0	0	3.0	2.0	1.0	0.484167	0.47095	0.291671	674.0	5024.0	1	2012-03-28
454.0	6133.0	1	0.439167	3.0	0	4.0	2.0	1.0	0.494167	0.482304	0.31965	834.0	5299.0	1	2012-03-29
455.0	5459.0	1	0.580833	3.0	0	5.0	2.0	2.0	0.37	0.375621	0.138067	796.0	4663.0	1	2012-03-30
456.0	6235.0	1	0.738333	3.0	0	6.0	2.0	2.0	0.424167	0.421708	0.250617	2301.0	3934.0	0	2012-03-31
457.0	6041.0	1	0.67625	4.0	0	0.0	2.0	2.0	0.425833	0.417287	0.172267	2347.0	3694.0	0	2012-04-01
458.0	5936.0	1	0.504348	4.0	0	1.0	2.0	1.0	0.433913	0.427513	0.312139	1208.0	4728.0	1	2012-04-02
459.0	6772.0	1	0.396667	4.0	0	2.0	2.0	1.0	0.466667	0.461483	0.100133	1348.0	5424.0	1	2012-04-03
460.0	6436.0	1	0.469583	4.0	0	3.0	2.0	1.0	0.541667	0.53345	0.180975	1058.0	5378.0	1	2012-04-04
461.0	6457.0	1	0.374167	4.0	0	4.0	2.0	1.0	0.435	0.431163	0.219529	1192.0	5265.0	1	2012-04-05
462.0	6460.0	1	0.377083	4.0	0	5.0	2.0	1.0	0.403333	0.390767	0.300388	1807.0	4653.0	1	2012-04-06
463.0	6857.0	1	0.254167	4.0	0	6.0	2.0	1.0	0.4375	0.426129	0.274871	3252.0	3605.0	0	2012-04-07
464.0	5169.0	1	0.275833	4.0	0	0.0	2.0	1.0	0.5	0.492425	0.232596	2230.0	2939.0	0	2012-04-08
465.0	5585.0	1	0.3175	4.0	0	1.0	2.0	1.0	0.489167	0.476638	0.358196	905.0	4680.0	1	2012-04-09
466.0	5918.0	1	0.435	4.0	0	2.0	2.0	1.0	0.446667	0.436233	0.249375	819.0	5099.0	1	2012-04-10
467.0	4862.0	1	0.469565	4.0	0	3.0	2.0	1.0	0.348696	0.337274	0.295274	482.0	4380.0	1	2012-04-11
468.0	5409.0	1	0.46625	4.0	0	4.0	2.0	1.0	0.3975	0.387604	0.290429	663.0	4746.0	1	2012-04-12
469.0	6398.0	1	0.408333	4.0	0	5.0	2.0	1.0	0.4425	0.431808	0.155471	1252.0	5146.0	1	2012-04-13
470.0	7460.0	1	0.502917	4.0	0	6.0	2.0	1.0	0.495	0.487996	0.190917	2795.0	4665.0	0	2012-04-14
471.0	7132.0	1	0.507917	4.0	0	0.0	2.0	1.0	0.606667	0.573875	0.225129	2846.0	4286.0	0	2012-04-15
472.0	6370.0	1	0.561667	4.0	1	1.0	2.0	1.0	0.664167	0.614925	0.284829	1198.0	5172.0	0	2012-04-16
473.0	6691.0	1	0.390417	4.0	0	2.0	2.0	1.0	0.608333	0.598487	0.273629	989.0	5702.0	1	2012-04-17
474.0	4367.0	1	0.569167	4.0	0	3.0	2.0	2.0	0.463333	0.457038	0.167912	347.0	4020.0	1	2012-04-18
475.0	6565.0	1	0.6125	4.0	0	4.0	2.0	1.0	0.498333	0.493046	0.0659292	846.0	5719.0	1	2012-04-19
476.0	7290.0	1	0.694583	4.0	0	5.0	2.0	1.0	0.526667	0.515775	0.149871	1340.0	5950.0	1	2012-04-20
477.0	6624.0	1	0.682917	4.0	0	6.0	2.0	1.0	0.57	0.542921	0.283587	2541.0	4083.0	0	2012-04-21
478.0	1027.0	1	0.835417	4.0	0	0.0	2.0	3.0	0.396667	0.389504	0.344546	120.0	907.0	0	2012-04-22
479.0	3214.0	1	0.766667	4.0	0	1.0	2.0	2.0	0.321667	0.301125	0.303496	195.0	3019.0	1	2012-04-23
480.0	5633.0	1	0.454167	4.0	0	2.0	2.0	1.0	0.413333	0.405283	0.249383	518.0	5115.0	1	2012-04-24
481.0	6196.0	1	0.427917	4.0	0	3.0	2.0	1.0	0.476667	0.470317	0.118792	655.0	5541.0	1	2012-04-25
482.0	5026.0	1	0.756667	4.0	0	4.0	2.0	2.0	0.498333	0.483583	0.176625	475.0	4551.0	1	2012-04-26
483.0	6233.0	1	0.400833	4.0	0	5.0	2.0	1.0	0.4575	0.452637	0.347633	1014.0	5219.0	1	2012-04-27
484.0	4220.0	1	0.489583	4.0	0	6.0	2.0	2.0	0.376667	0.377504	0.129975	1120.0	3100.0	0	2012-04-28
485.0	6304.0	1	0.587083	4.0	0	0.0	2.0	1.0	0.458333	0.450121	0.116908	2229.0	4075.0	0	2012-04-29
486.0	5572.0	1	0.57	4.0	0	1.0	2.0	2.0	0.464167	0.457696	0.171638	665.0	4907.0	1	2012-04-30
487.0	5740.0	1	0.659583	5.0	0	2.0	2.0	2.0	0.613333	0.577021	0.156096	653.0	5087.0	1	2012-05-01
488.0	6169.0	1	0.797083	5.0	0	3.0	2.0	1.0	0.564167	0.537896	0.138058	667.0	5502.0	1	2012-05-02
489.0	6421.0	1	0.768333	5.0	0	4.0	2.0	2.0	0.56	0.537242	0.133696	764.0	5657.0	1	2012-05-03
490.0	6296.0	1	0.735417	5.0	0	5.0	2.0	1.0	0.6275	0.590917	0.162938	1069.0	5227.0	1	2012-05-04
491.0	6883.0	1	0.756667	5.0	0	6.0	2.0	2.0	0.621667	0.584608	0.152992	2496.0	4387.0	0	2012-05-05
492.0	6359.0	1	0.74	5.0	0	0.0	2.0	2.0	0.5625	0.546737	0.149879	2135.0	4224.0	0	2012-05-06
493.0	6273.0	1	0.664167	5.0	0	1.0	2.0	2.0	0.5375	0.527142	0.230721	1008.0	5265.0	1	2012-05-07
494.0	5728.0	1	0.685833	5.0	0	2.0	2.0	2.0	0.581667	0.557471	0.296029	738.0	4990.0	1	2012-05-08
495.0	4717.0	1	0.744167	5.0	0	3.0	2.0	2.0	0.575	0.553025	0.216412	620.0	4097.0	1	2012-05-09
496.0	6572.0	1	0.552083	5.0	0	4.0	2.0	1.0	0.505833	0.491783	0.314063	1026.0	5546.0	1	2012-05-10
497.0	7030.0	1	0.360417	5.0	0	5.0	2.0	1.0	0.533333	0.520833	0.236937	1319.0	5711.0	1	2012-05-11
498.0	7429.0	1	0.480417	5.0	0	6.0	2.0	1.0	0.564167	0.544817	0.123133	2622.0	4807.0	0	2012-05-12
499.0	6118.0	1	0.57625	5.0	0	0.0	2.0	1.0	0.6125	0.585238	0.225117	2172.0	3946.0	0	2012-05-13
500.0	2843.0	1	0.789583	5.0	0	1.0	2.0	2.0	0.573333	0.5499	0.212692	342.0	2501.0	1	2012-05-14
501.0	5115.0	1	0.794583	5.0	0	2.0	2.0	2.0	0.611667	0.576404	0.147392	625.0	4490.0	1	2012-05-15
502.0	7424.0	1	0.697917	5.0	0	3.0	2.0	1.0	0.636667	0.595975	0.122512	991.0	6433.0	1	2012-05-16
503.0	7384.0	1	0.52	5.0	0	4.0	2.0	1.0	0.593333	0.572613	0.229475	1242.0	6142.0	1	2012-05-17
504.0	7639.0	1	0.523333	5.0	0	5.0	2.0	1.0	0.564167	0.551121	0.136817	1521.0	6118.0	1	2012-05-18
505.0	8294.0	1	0.45625	5.0	0	6.0	2.0	1.0	0.6	0.566908	0.083975	3410.0	4884.0	0	2012-05-19
506.0	7129.0	1	0.530417	5.0	0	0.0	2.0	1.0	0.620833	0.583967	0.254367	2704.0	4425.0	0	2012-05-20
507.0	4359.0	1	0.81125	5.0	0	1.0	2.0	2.0	0.598333	0.565667	0.233204	630.0	3729.0	1	2012-05-21
508.0	6073.0	1	0.765833	5.0	0	2.0	2.0	2.0	0.615	0.580825	0.118167	819.0	5254.0	1	2012-05-22
509.0	5260.0	1	0.774583	5.0	0	3.0	2.0	2.0	0.621667	0.584612	0.102	766.0	4494.0	1	2012-05-23
510.0	6770.0	1	0.716667	5.0	0	4.0	2.0	1.0	0.655	0.6067	0.172896	1059.0	5711.0	1	2012-05-24
511.0	6734.0	1	0.747083	5.0	0	5.0	2.0	1.0	0.68	0.627529	0.14055	1417.0	5317.0	1	2012-05-25
512.0	6536.0	1	0.7325	5.0	0	6.0	2.0	1.0	0.6925	0.642696	0.198992	2855.0	3681.0	0	2012-05-26
513.0	6591.0	1	0.697083	5.0	0	0.0	2.0	1.0	0.69	0.641425	0.215171	3283.0	3308.0	0	2012-05-27
514.0	6043.0	1	0.67625	5.0	1	1.0	2.0	1.0	0.7125	0.6793	0.196521	2557.0	3486.0	0	2012-05-28
515.0	5743.0	1	0.684583	5.0	0	2.0	2.0	1.0	0.7225	0.672992	0.2954	880.0	4863.0	1	2012-05-29
516.0	6855.0	1	0.67	5.0	0	3.0	2.0	2.0	0.656667	0.611129	0.134329	745.0	6110.0	1	2012-05-30
517.0	7338.0	1	0.492917	5.0	0	4.0	2.0	1.0	0.68	0.631329	0.195279	1100.0	6238.0	1	2012-05-31
518.0	4127.0	1	0.755417	6.0	0	5.0	2.0	2.0	0.654167	0.607962	0.237563	533.0	3594.0	1	2012-06-01
519.0	8120.0	1	0.549167	6.0	0	6.0	2.0	1.0	0.583333	0.566288	0.186562	2795.0	5325.0	0	2012-06-02
520.0	7641.0	1	0.493333	6.0	0	0.0	2.0	1.0	0.6025	0.575133	0.184087	2494.0	5147.0	0	2012-06-03
521.0	6998.0	1	0.487083	6.0	0	1.0	2.0	1.0	0.5975	0.578283	0.284833	1071.0	5927.0	1	2012-06-04
522.0	7001.0	1	0.613333	6.0	0	2.0	2.0	2.0	0.540833	0.525892	0.209575	968.0	6033.0	1	2012-06-05
523.0	7055.0	1	0.61125	6.0	0	3.0	2.0	1.0	0.554167	0.542292	0.077125	1027.0	6028.0	1	2012-06-06
524.0	7494.0	1	0.567083	6.0	0	4.0	2.0	1.0	0.6025	0.569442	0.15735	1038.0	6456.0	1	2012-06-07
525.0	7736.0	1	0.467917	6.0	0	5.0	2.0	1.0	0.649167	0.597862	0.175383	1488.0	6248.0	1	2012-06-08
526.0	7498.0	1	0.437083	6.0	0	6.0	2.0	1.0	0.710833	0.648367	0.144287	2708.0	4790.0	0	2012-06-09
527.0	6598.0	1	0.538333	6.0	0	0.0	2.0	1.0	0.726667	0.663517	0.133721	2224.0	4374.0	0	2012-06-10
528.0	6664.0	1	0.587917	6.0	0	1.0	2.0	2.0	0.720833	0.659721	0.207713	1017.0	5647.0	1	2012-06-11
529.0	4972.0	1	0.833333	6.0	0	2.0	2.0	2.0	0.653333	0.597875	0.214546	477.0	4495.0	1	2012-06-12
530.0	7421.0	1	0.582083	6.0	0	3.0	2.0	1.0	0.655833	0.611117	0.343279	1173.0	6248.0	1	2012-06-13
531.0	7363.0	1	0.569583	6.0	0	4.0	2.0	1.0	0.648333	0.624383	0.253733	1180.0	6183.0	1	2012-06-14
532.0	7665.0	1	0.589583	6.0	0	5.0	2.0	1.0	0.639167	0.599754	0.176617	1563.0	6102.0	1	2012-06-15
533.0	7702.0	1	0.504167	6.0	0	6.0	2.0	1.0	0.631667	0.594708	0.166667	2963.0	4739.0	0	2012-06-16
534.0	6978.0	1	0.59875	6.0	0	0.0	2.0	1.0	0.5925	0.571975	0.144904	2634.0	4344.0	0	2012-06-17
535.0	5099.0	1	0.777917	6.0	0	1.0	2.0	2.0	0.568333	0.544842	0.174746	653.0	4446.0	1	2012-06-18
536.0	6825.0	1	0.69	6.0	0	2.0	2.0	1.0	0.688333	0.654692	0.148017	968.0	5857.0	1	2012-06-19
537.0	6211.0	1	0.592083	6.0	0	3.0	2.0	1.0	0.7825	0.720975	0.113812	872.0	5339.0	1	2012-06-20
538.0	5905.0	1	0.567917	6.0	0	4.0	3.0	1.0	0.805833	0.752542	0.118787	778.0	5127.0	1	2012-06-21
539.0	5823.0	1	0.57375	6.0	0	5.0	3.0	1.0	0.7775	0.724121	0.182842	964.0	4859.0	1	2012-06-22
540.0	7458.0	1	0.534583	6.0	0	6.0	3.0	1.0	0.731667	0.652792	0.179721	2657.0	4801.0	0	2012-06-23
541.0	6891.0	1	0.479167	6.0	0	0.0	3.0	1.0	0.743333	0.674254	0.145525	2551.0	4340.0	0	2012-06-24
542.0	6779.0	1	0.504167	6.0	0	1.0	3.0	1.0	0.715833	0.654042	0.300383	1139.0	5640.0	1	2012-06-25
543.0	7442.0	1	0.373333	6.0	0	2.0	3.0	1.0	0.630833	0.594704	0.347642	1077.0	6365.0	1	2012-06-26
544.0	7335.0	1	0.36	6.0	0	3.0	3.0	1.0	0.6975	0.640792	0.271775	1077.0	6258.0	1	2012-06-27
545.0	6879.0	1	0.4225	6.0	0	4.0	3.0	1.0	0.749167	0.675512	0.17165	921.0	5958.0	1	2012-06-28
546.0	5463.0	1	0.48875	6.0	0	5.0	3.0	1.0	0.834167	0.786613	0.165417	829.0	4634.0	1	2012-06-29
547.0	5687.0	1	0.60125	6.0	0	6.0	3.0	1.0	0.765	0.687508	0.161071	1455.0	4232.0	0	2012-06-30
548.0	5531.0	1	0.51875	7.0	0	0.0	3.0	1.0	0.815833	0.750629	0.168529	1421.0	4110.0	0	2012-07-01
549.0	6227.0	1	0.447083	7.0	0	1.0	3.0	1.0	0.781667	0.702038	0.195267	904.0	5323.0	1	2012-07-02
550.0	6660.0	1	0.492083	7.0	0	2.0	3.0	1.0	0.780833	0.70265	0.126237	1052.0	5608.0	1	2012-07-03
551.0	7403.0	1	0.53875	7.0	1	3.0	3.0	1.0	0.789167	0.732337	0.13495	2562.0	4841.0	0	2012-07-04
552.0	6241.0	1	0.457917	7.0	0	4.0	3.0	1.0	0.8275	0.761367	0.194029	1405.0	4836.0	1	2012-07-05
553.0	6207.0	1	0.450833	7.0	0	5.0	3.0	1.0	0.828333	0.752533	0.146142	1366.0	4841.0	1	2012-07-06
554.0	4840.0	1	0.492083	7.0	0	6.0	3.0	1.0	0.861667	0.804913	0.163554	1448.0	3392.0	0	2012-07-07
555.0	4672.0	1	0.57375	7.0	0	0.0	3.0	1.0	0.8225	0.790396	0.125629	1203.0	3469.0	0	2012-07-08
556.0	6569.0	1	0.683333	7.0	0	1.0	3.0	2.0	0.710833	0.654054	0.180975	998.0	5571.0	1	2012-07-09
557.0	6290.0	1	0.6675	7.0	0	2.0	3.0	2.0	0.720833	0.664796	0.151737	954.0	5336.0	1	2012-07-10
558.0	7264.0	1	0.633333	7.0	0	3.0	3.0	1.0	0.716667	0.650271	0.151733	975.0	6289.0	1	2012-07-11
559.0	7446.0	1	0.529583	7.0	0	4.0	3.0	1.0	0.715833	0.654683	0.146775	1032.0	6414.0	1	2012-07-12
560.0	7499.0	1	0.485833	7.0	0	5.0	3.0	2.0	0.731667	0.667933	0.08085	1511.0	5988.0	1	2012-07-13
561.0	6969.0	1	0.699167	7.0	0	6.0	3.0	2.0	0.703333	0.666042	0.143679	2355.0	4614.0	0	2012-07-14
562.0	6031.0	1	0.717917	7.0	0	0.0	3.0	1.0	0.745833	0.705196	0.166667	1920.0	4111.0	0	2012-07-15
563.0	6830.0	1	0.645	7.0	0	1.0	3.0	1.0	0.763333	0.724125	0.164187	1088.0	5742.0	1	2012-07-16
564.0	6786.0	1	0.505833	7.0	0	2.0	3.0	1.0	0.818333	0.755683	0.114429	921.0	5865.0	1	2012-07-17
565.0	5713.0	1	0.577083	7.0	0	3.0	3.0	1.0	0.793333	0.745583	0.137442	799.0	4914.0	1	2012-07-18
566.0	6591.0	1	0.600417	7.0	0	4.0	3.0	1.0	0.77	0.714642	0.165429	888.0	5703.0	1	2012-07-19
567.0	5870.0	1	0.844167	7.0	0	5.0	3.0	2.0	0.665833	0.613025	0.208967	747.0	5123.0	1	2012-07-20
568.0	4459.0	1	0.865417	7.0	0	6.0	3.0	3.0	0.595833	0.549912	0.2133	1264.0	3195.0	0	2012-07-21
569.0	7410.0	1	0.7625	7.0	0	0.0	3.0	2.0	0.6675	0.623125	0.0939208	2544.0	4866.0	0	2012-07-22
570.0	6966.0	1	0.694167	7.0	0	1.0	3.0	1.0	0.741667	0.690017	0.138683	1135.0	5831.0	1	2012-07-23
571.0	7592.0	1	0.655	7.0	0	2.0	3.0	1.0	0.750833	0.70645	0.211454	1140.0	6452.0	1	2012-07-24
572.0	8173.0	1	0.45	7.0	0	3.0	3.0	1.0	0.724167	0.654054	0.1648	1383.0	6790.0	1	2012-07-25
573.0	6861.0	1	0.596667	7.0	0	4.0	3.0	1.0	0.776667	0.739263	0.284813	1036.0	5825.0	1	2012-07-26
574.0	6904.0	1	0.594583	7.0	0	5.0	3.0	1.0	0.781667	0.734217	0.152992	1259.0	5645.0	1	2012-07-27
575.0	6685.0	1	0.613333	7.0	0	6.0	3.0	1.0	0.755833	0.697604	0.15735	2234.0	4451.0	0	2012-07-28
576.0	6597.0	1	0.62375	7.0	0	0.0	3.0	1.0	0.721667	0.667933	0.170396	2153.0	4444.0	0	2012-07-29
577.0	7105.0	1	0.66875	7.0	0	1.0	3.0	1.0	0.730833	0.684987	0.153617	1040.0	6065.0	1	2012-07-30
578.0	7216.0	1	0.704167	7.0	0	2.0	3.0	1.0	0.713333	0.662896	0.165425	968.0	6248.0	1	2012-07-31
579.0	7580.0	1	0.6775	8.0	0	3.0	3.0	1.0	0.7175	0.667308	0.141179	1074.0	6506.0	1	2012-08-01
580.0	7261.0	1	0.659583	8.0	0	4.0	3.0	1.0	0.7525	0.707088	0.129354	983.0	6278.0	1	2012-08-02
581.0	7175.0	1	0.6425	8.0	0	5.0	3.0	2.0	0.765833	0.722867	0.215792	1328.0	5847.0	1	2012-08-03
582.0	6824.0	1	0.613333	8.0	0	6.0	3.0	1.0	0.793333	0.751267	0.257458	2345.0	4479.0	0	2012-08-04
583.0	5464.0	1	0.6525	8.0	0	0.0	3.0	1.0	0.769167	0.731079	0.290421	1707.0	3757.0	0	2012-08-05
584.0	7013.0	1	0.654167	8.0	0	1.0	3.0	2.0	0.7525	0.710246	0.129354	1233.0	5780.0	1	2012-08-06
585.0	7273.0	1	0.70375	8.0	0	2.0	3.0	2.0	0.735833	0.697621	0.116908	1278.0	5995.0	1	2012-08-07
586.0	7534.0	1	0.672917	8.0	0	3.0	3.0	2.0	0.75	0.707717	0.1107	1263.0	6271.0	1	2012-08-08
587.0	7286.0	1	0.620417	8.0	0	4.0	3.0	1.0	0.755833	0.699508	0.1561	1196.0	6090.0	1	2012-08-09
588.0	5786.0	1	0.715833	8.0	0	5.0	3.0	2.0	0.715833	0.667942	0.238813	1065.0	4721.0	1	2012-08-10
589.0	6299.0	1	0.732917	8.0	0	6.0	3.0	2.0	0.6925	0.638267	0.206479	2247.0	4052.0	0	2012-08-11
590.0	6544.0	1	0.530417	8.0	0	0.0	3.0	1.0	0.700833	0.644579	0.122512	2182.0	4362.0	0	2012-08-12
591.0	6883.0	1	0.545417	8.0	0	1.0	3.0	1.0	0.720833	0.662254	0.136212	1207.0	5676.0	1	2012-08-13
592.0	6784.0	1	0.686667	8.0	0	2.0	3.0	1.0	0.726667	0.676779	0.169158	1128.0	5656.0	1	2012-08-14
593.0	7347.0	1	0.619583	8.0	0	3.0	3.0	1.0	0.706667	0.654037	0.169771	1198.0	6149.0	1	2012-08-15
594.0	7605.0	1	0.519167	8.0	0	4.0	3.0	1.0	0.719167	0.654688	0.141796	1338.0	6267.0	1	2012-08-16
595.0	7148.0	1	0.570833	8.0	0	5.0	3.0	1.0	0.723333	0.2424	0.231354	1483.0	5665.0	1	2012-08-17
596.0	7865.0	1	0.603333	8.0	0	6.0	3.0	1.0	0.678333	0.618071	0.177867	2827.0	5038.0	0	2012-08-18
597.0	4549.0	1	0.711667	8.0	0	0.0	3.0	2.0	0.635833	0.603554	0.08645	1208.0	3341.0	0	2012-08-19
598.0	6530.0	1	0.734167	8.0	0	1.0	3.0	2.0	0.635833	0.595967	0.129979	1026.0	5504.0	1	2012-08-20
599.0	7006.0	1	0.67375	8.0	0	2.0	3.0	1.0	0.649167	0.601025	0.0727708	1081.0	5925.0	1	2012-08-21
600.0	7375.0	1	0.677083	8.0	0	3.0	3.0	1.0	0.6675	0.621854	0.0702833	1094.0	6281.0	1	2012-08-22
601.0	7765.0	1	0.635833	8.0	0	4.0	3.0	1.0	0.695833	0.637008	0.0845958	1363.0	6402.0	1	2012-08-23
602.0	7582.0	1	0.615	8.0	0	5.0	3.0	2.0	0.7025	0.6471	0.0721458	1325.0	6257.0	1	2012-08-24
603.0	6053.0	1	0.712917	8.0	0	6.0	3.0	2.0	0.661667	0.618696	0.244408	1829.0	4224.0	0	2012-08-25
604.0	5255.0	1	0.845833	8.0	0	0.0	3.0	2.0	0.653333	0.595996	0.228858	1483.0	3772.0	0	2012-08-26
605.0	6917.0	1	0.730417	8.0	0	1.0	3.0	1.0	0.703333	0.654688	0.128733	989.0	5928.0	1	2012-08-27
606.0	7040.0	1	0.62	8.0	0	2.0	3.0	1.0	0.728333	0.66605	0.190925	935.0	6105.0	1	2012-08-28
607.0	7697.0	1	0.552083	8.0	0	3.0	3.0	1.0	0.685	0.635733	0.112562	1177.0	6520.0	1	2012-08-29
608.0	7713.0	1	0.590417	8.0	0	4.0	3.0	1.0	0.706667	0.652779	0.0771167	1172.0	6541.0	1	2012-08-30
609.0	7350.0	1	0.5875	8.0	0	5.0	3.0	1.0	0.764167	0.6894	0.168533	1433.0	5917.0	1	2012-08-31
610.0	6140.0	1	0.638333	9.0	0	6.0	3.0	2.0	0.753333	0.702654	0.113187	2352.0	3788.0	0	2012-09-01
611.0	5810.0	1	0.815	9.0	0	0.0	3.0	2.0	0.696667	0.649	0.0640708	2613.0	3197.0	0	2012-09-02
612.0	6034.0	1	0.790833	9.0	1	1.0	3.0	1.0	0.7075	0.661629	0.151121	1965.0	4069.0	0	2012-09-03
613.0	6864.0	1	0.755	9.0	0	2.0	3.0	1.0	0.725833	0.686888	0.236321	867.0	5997.0	1	2012-09-04
614.0	7112.0	1	0.74125	9.0	0	3.0	3.0	1.0	0.736667	0.708983	0.187808	832.0	6280.0	1	2012-09-05
615.0	6203.0	1	0.810417	9.0	0	4.0	3.0	2.0	0.696667	0.655329	0.142421	611.0	5592.0	1	2012-09-06
616.0	7504.0	1	0.73625	9.0	0	5.0	3.0	1.0	0.703333	0.657204	0.171646	1045.0	6459.0	1	2012-09-07
617.0	5976.0	1	0.799167	9.0	0	6.0	3.0	2.0	0.659167	0.611121	0.281104	1557.0	4419.0	0	2012-09-08
618.0	8227.0	1	0.5475	9.0	0	0.0	3.0	1.0	0.61	0.578925	0.224496	2570.0	5657.0	0	2012-09-09
619.0	7525.0	1	0.50375	9.0	0	1.0	3.0	1.0	0.583333	0.565654	0.258713	1118.0	6407.0	1	2012-09-10
620.0	7767.0	1	0.52	9.0	0	2.0	3.0	1.0	0.5775	0.554292	0.0920542	1070.0	6697.0	1	2012-09-11
